time,latitude,longitude,mean_analysed_sst
2016-01-01,-35.98,-157.98,18.4
2016-01-01,-35.98,-156.98,18.89
2016-01-01,-35.98,-155.98,18.56
2016-01-01,-35.98,-154.98,18.78
2016-01-01,-35.98,-153.98,19.15
2016-01-01,-35.98,-152.98,18.99
2016-01-01,-35.98,-151.98,18.74
2016-01-01,-35.98,-150.98,18.43
2016-01-01,-35.98,-149.98,18.46
2016-01-01,-35.98,-148.98,18.69
2016-01-01,-35.98,-147.98,18.77
2016-01-01,-35.98,-146.98,19.07
2016-01-01,-35.98,-145.98,19.08
2016-01-01,-35.98,-144.98,19.41
2016-01-01,-35.98,-143.98,19.57
2016-01-01,-35.98,-142.98,19.4
2016-01-01,-35.98,-141.98,18.93
2016-01-01,-35.98,-140.98,19.3
2016-01-01,-35.98,-139.98,19.4
2016-01-01,-35.98,-138.98,19.3
2016-01-01,-35.98,-137.98,19.42
2016-01-01,-35.98,-136.98,19.39
2016-01-01,-35.98,-135.98,19.29
2016-01-01,-35.98,-134.98,19.56
2016-01-01,-35.98,-133.98,19.8
2016-01-01,-35.98,-132.98,19.73
2016-01-01,-35.98,-131.98,19.66
2016-01-01,-35.98,-130.98,19.75
2016-01-01,-35.98,-129.98,19.83
2016-01-01,-35.98,-128.98,20.01
2016-01-01,-35.98,-127.98,19.97
2016-01-01,-35.98,-126.98,19.99
2016-01-01,-35.98,-125.98,19.91
2016-01-01,-35.98,-124.98,19.8
2016-01-01,-35.98,-123.98,19.86
2016-01-01,-35.98,-122.98,19.86
2016-01-01,-35.98,-121.98,19.68
2016-01-01,-35.98,-120.98,19.61
2016-01-01,-35.98,-119.98,19.82
2016-01-01,-35.98,-118.98,19.91
2016-01-01,-35.98,-117.98,19.95
2016-01-01,-35.98,-116.98,19.96
2016-01-01,-35.98,-115.98,19.95
2016-01-01,-35.98,-114.98,20.16
2016-01-01,-35.98,-113.98,20.15
2016-01-01,-35.98,-112.98,19.61
2016-01-01,-35.98,-111.98,19.78
2016-01-01,-35.98,-110.98,19.8
2016-01-01,-35.98,-109.98,19.85
2016-01-01,-35.98,-108.98,19.64
2016-01-01,-35.98,-107.98,19.06
2016-01-01,-35.98,-106.98,19.63
2016-01-01,-35.98,-105.98,19.75
2016-01-01,-35.98,-104.98,19.72
2016-01-01,-35.98,-103.98,19.94
2016-01-01,-35.98,-102.98,19.23
2016-01-01,-35.98,-101.98,19.11
2016-01-01,-35.98,-100.98,19.27
2016-01-01,-35.98,-99.98,19.22
2016-01-01,-35.98,-98.98,19.47
2016-01-01,-35.98,-97.98,19.68
2016-01-01,-35.98,-96.98,19.42
2016-01-01,-35.98,-95.98,19.13
2016-01-01,-35.98,-94.98,19.43
2016-01-01,-35.98,-93.98,19.3
2016-01-01,-35.98,-92.98,18.97
2016-01-01,-35.98,-91.98,18.82
2016-01-01,-35.98,-90.98,18.97
2016-01-01,-35.98,-89.98,19.02
2016-01-01,-35.98,-88.98,19.19
2016-01-01,-35.98,-87.98,19.91
2016-01-01,-35.98,-86.98,19.29
2016-01-01,-35.98,-85.98,19.44
2016-01-01,-35.98,-84.98,19.09
2016-01-01,-35.98,-83.98,19.22
2016-01-01,-35.98,-82.98,19.53
2016-01-01,-35.98,-81.98,19.2
2016-01-01,-35.98,-80.97,19.39
2016-01-01,-35.98,-79.97,19.2
2016-01-01,-35.98,-78.97,19.33
2016-01-01,-35.98,-77.97,19.02
2016-01-01,-35.98,-76.97,18.85
2016-01-01,-35.98,-75.97,18.48
2016-01-01,-35.98,-74.97,17.78
2016-01-01,-35.98,-73.97,16.95
2016-01-01,-35.98,-72.97,17.43
2016-01-01,-35.98,-56.98,23.85
2016-01-01,-35.98,-55.98,23.26
2016-01-01,-35.98,-54.98,22.65
2016-01-01,-35.98,-53.98,22.25
2016-01-01,-35.98,-52.98,20.74
2016-01-01,-35.98,-51.98,23.16
2016-01-01,-35.98,-50.98,23.01
2016-01-01,-35.98,-49.98,22.88
2016-01-01,-35.98,-48.98,23.01
2016-01-01,-35.98,-47.98,22.08
2016-01-01,-35.98,-46.98,21.48
2016-01-01,-35.98,-45.98,21.12
2016-01-01,-35.98,-44.98,21.02
2016-01-01,-35.98,-43.98,21.16
2016-01-01,-35.98,-42.98,20.57
2016-01-01,-35.98,-41.98,20.01
2016-01-01,-35.98,-40.98,19.38
2016-01-01,-35.98,-39.98,20.02
2016-01-01,-35.98,-38.98,19.86
2016-01-01,-35.98,-37.98,19.59
2016-01-01,-35.98,-36.98,19.46
2016-01-01,-35.98,-35.98,19.41
2016-01-01,-35.98,-34.98,19.42
2016-01-01,-35.98,-33.98,19.44
2016-01-01,-35.98,-32.98,19.25
2016-01-01,-35.98,-31.98,18.86
2016-01-01,-35.98,-30.98,18.7
2016-01-01,-35.98,-29.98,18.96
2016-01-01,-35.98,-28.98,18.58
2016-01-01,-35.98,-27.98,18.55
2016-01-01,-35.98,-26.98,18.73
2016-01-01,-35.98,-25.98,18.09
2016-01-01,-35.98,-24.98,17.71
2016-01-01,-35.98,-23.98,17.8
2016-01-01,-35.98,-22.98,18.24
2016-01-01,-35.98,-21.98,17.68
2016-01-01,-35.98,-20.98,17.67
2016-01-01,-35.98,-19.98,18.61
2016-01-01,-35.98,-18.98,18.48
2016-01-01,-35.98,-17.98,18.54
2016-01-01,-35.98,-16.98,18.39
2016-01-01,-35.98,-15.98,18.36
2016-01-01,-35.98,-14.98,18.22
2016-01-01,-35.98,-13.98,18.66
2016-01-01,-35.98,-12.98,19.06
2016-01-01,-35.98,-11.98,19.02
2016-01-01,-35.98,-10.98,18.83
2016-01-01,-35.98,-9.98,19.18
2016-01-01,-35.98,-8.98,19.49
2016-01-01,-35.98,-7.98,19.22
2016-01-01,-35.98,-6.98,19.22
2016-01-01,-35.98,-5.98,19.68
2016-01-01,-35.98,-4.97,19.94
2016-01-01,-35.98,-3.98,19.39
2016-01-01,-35.98,-2.98,19.74
2016-01-01,-35.98,-1.98,19.75
2016-01-01,-35.98,-0.98,19.95
2016-01-01,-35.98,0.02,19.7
2016-01-01,-35.98,1.02,20.09
2016-01-01,-35.98,2.02,19.97
2016-01-01,-35.98,3.02,20.29
2016-01-01,-35.98,4.03,20.45
2016-01-01,-35.98,5.03,19.77
2016-01-01,-35.98,6.02,19.83
2016-01-01,-35.98,7.02,19.95
2016-01-01,-35.98,8.02,20.65
2016-01-01,-35.98,9.02,20.51
2016-01-01,-35.98,10.02,20.8
2016-01-01,-35.98,11.02,20.86
2016-01-01,-35.98,12.02,21.53
2016-01-01,-35.98,13.02,22.05
2016-01-01,-35.98,14.02,22.78
2016-01-01,-35.98,15.02,22.45
2016-01-01,-35.98,16.02,22.17
2016-01-01,-35.98,17.02,22.36
2016-01-01,-35.98,18.02,22.91
2016-01-01,-35.98,19.02,22.72
2016-01-01,-35.98,20.02,23.2
2016-01-01,-35.98,21.02,23.29
2016-01-01,-35.98,22.02,23.43
2016-01-01,-35.98,23.02,25.06
2016-01-01,-35.98,24.02,23.71
2016-01-01,-35.98,25.02,23.53
2016-01-01,-35.98,26.02,23.51
2016-01-01,-35.98,27.02,23.3
2016-01-01,-35.98,28.02,23.3
2016-01-01,-35.98,29.02,23.5
2016-01-01,-35.98,30.02,23.35
2016-01-01,-35.98,31.02,23.23
2016-01-01,-35.98,32.02,23.11
2016-01-01,-35.98,33.02,23.08
2016-01-01,-35.98,34.02,22.33
2016-01-01,-35.98,35.02,22.26
2016-01-01,-35.98,36.02,22.24
2016-01-01,-35.98,37.02,22.17
2016-01-01,-35.98,38.02,22.05
2016-01-01,-35.98,39.02,21.42
2016-01-01,-35.98,40.02,21.28
2016-01-01,-35.98,41.02,21.09
2016-01-01,-35.98,42.02,21.26
2016-01-01,-35.98,43.02,22.01
2016-01-01,-35.98,44.02,21.29
2016-01-01,-35.98,45.02,20.86
2016-01-01,-35.98,46.02,20.86
2016-01-01,-35.98,47.02,21.49
2016-01-01,-35.98,48.02,22.21
2016-01-01,-35.98,49.02,22.02
2016-01-01,-35.98,50.02,20.54
2016-01-01,-35.98,51.02,20.26
2016-01-01,-35.98,52.02,19.9
2016-01-01,-35.98,53.02,20.26
2016-01-01,-35.98,54.02,20.15
2016-01-01,-35.98,55.02,19.75
2016-01-01,-35.98,56.02,19.82
2016-01-01,-35.98,57.02,20.2
2016-01-01,-35.98,58.02,20.25
2016-01-01,-35.98,59.02,19.94
2016-01-01,-35.98,60.02,19.37
2016-01-01,-35.98,61.02,19.41
2016-01-01,-35.98,62.02,20.34
2016-01-01,-35.98,63.02,20.65
2016-01-01,-35.98,64.03,20.09
2016-01-01,-35.98,65.03,20.61
2016-01-01,-35.98,66.03,20.88
2016-01-01,-35.98,67.03,20.64
2016-01-01,-35.98,68.03,20.18
2016-01-01,-35.98,69.03,20.79
2016-01-01,-35.98,70.03,20.74
2016-01-01,-35.98,71.03,19.64
2016-01-01,-35.98,72.03,19.18
2016-01-01,-35.98,73.03,20.03
2016-01-01,-35.98,74.03,19.78
2016-01-01,-35.98,75.03,19.54
2016-01-01,-35.98,76.03,19.5
2016-01-01,-35.98,77.03,19.27
2016-01-01,-35.98,78.03,19.61
2016-01-01,-35.98,79.03,19.74
2016-01-01,-35.98,80.03,19.75
2016-01-01,-35.98,81.03,19.56
2016-01-01,-35.98,82.02,19.2
2016-01-01,-35.98,83.02,19.21
2016-01-01,-35.98,84.02,19.57
2016-01-01,-35.98,85.02,19.64
2016-01-01,-35.98,86.02,19.81
2016-01-01,-35.98,87.02,19.97
2016-01-01,-35.98,88.02,19.3
2016-01-01,-35.98,89.02,19.47
2016-01-01,-35.98,90.02,19.92
2016-01-01,-35.98,91.02,19.89
2016-01-01,-35.98,92.02,19.5
2016-01-01,-35.98,93.02,19.56
2016-01-01,-35.98,94.02,19.63
2016-01-01,-35.98,95.02,19.01
2016-01-01,-35.98,96.02,19.02
2016-01-01,-35.98,97.02,19.3
2016-01-01,-35.98,98.02,18.96
2016-01-01,-35.98,99.02,19.03
2016-01-01,-35.98,100.02,19.09
2016-01-01,-35.98,101.02,18.84
2016-01-01,-35.98,102.02,18.42
2016-01-01,-35.98,103.02,18.11
2016-01-01,-35.98,104.02,18.14
2016-01-01,-35.98,105.02,18.1
2016-01-01,-35.98,106.02,18.69
2016-01-01,-35.98,107.02,18.71
2016-01-01,-35.98,108.02,17.8
2016-01-01,-35.98,109.02,17.8
2016-01-01,-35.98,110.02,18.24
2016-01-01,-35.98,111.02,18.51
2016-01-01,-35.98,112.02,18.54
2016-01-01,-35.98,113.02,18.62
2016-01-01,-35.98,114.02,18.48
2016-01-01,-35.98,115.02,17.99
2016-01-01,-35.98,116.02,18.05
2016-01-01,-35.98,117.02,18.81
2016-01-01,-35.98,118.02,18.94
2016-01-01,-35.98,119.02,18.62
2016-01-01,-35.98,120.02,18.45
2016-01-01,-35.98,121.02,18.55
2016-01-01,-35.98,122.02,18.53
2016-01-01,-35.98,123.02,18.71
2016-01-01,-35.98,124.02,19.0
2016-01-01,-35.98,125.02,19.08
2016-01-01,-35.98,126.02,18.88
2016-01-01,-35.98,127.02,18.51
2016-01-01,-35.98,128.02,18.54
2016-01-01,-35.98,129.02,18.8
2016-01-01,-35.98,130.02,18.52
2016-01-01,-35.98,131.02,18.4
2016-01-01,-35.98,132.02,18.36
2016-01-01,-35.98,133.02,18.62
2016-01-01,-35.98,134.02,18.82
2016-01-01,-35.98,135.02,18.8
2016-01-01,-35.98,136.02,18.54
2016-01-01,-35.98,138.02,19.26
2016-01-01,-35.98,139.02,19.22
2016-01-01,-35.98,151.02,22.3
2016-01-01,-35.98,152.02,22.57
2016-01-01,-35.98,153.02,23.44
2016-01-01,-35.98,154.02,23.48
2016-01-01,-35.98,155.02,22.17
2016-01-01,-35.98,156.02,20.93
2016-01-01,-35.98,157.02,21.25
2016-01-01,-35.98,158.02,21.5
2016-01-01,-35.98,159.02,21.26
2016-01-01,-35.98,160.02,20.31
2016-01-01,-35.98,161.02,19.47
2016-01-01,-35.98,162.02,19.84
2016-01-01,-35.98,163.02,20.31
2016-01-01,-35.98,164.02,19.97
2016-01-01,-35.98,165.02,19.62
2016-01-01,-35.98,166.02,20.14
2016-01-01,-35.98,167.02,20.84
2016-01-01,-35.98,168.02,20.92
2016-01-01,-35.98,169.02,20.77
2016-01-01,-35.98,170.02,20.52
2016-01-01,-35.98,171.02,20.79
2016-01-01,-35.98,172.02,20.85
2016-01-01,-35.98,173.02,21.07
2016-01-01,-35.98,175.02,20.45
2016-01-01,-35.98,176.02,20.95
2016-01-01,-35.98,177.02,20.92
2016-01-01,-35.98,178.02,21.08
2016-01-01,-35.98,179.02,20.09
2016-01-01,-34.98,-179.98,20.65
2016-01-01,-34.98,-178.98,20.76
2016-01-01,-34.98,-177.98,20.14
2016-01-01,-34.98,-176.98,19.87
2016-01-01,-34.98,-175.98,19.76
2016-01-01,-34.98,-174.98,19.7
2016-01-01,-34.98,-173.98,19.36
2016-01-01,-34.98,-172.98,19.9
2016-01-01,-34.98,-171.98,19.78
2016-01-01,-34.98,-170.98,19.51
2016-01-01,-34.98,-169.98,19.32
2016-01-01,-34.98,-168.98,18.89
2016-01-01,-34.98,-167.98,19.12
2016-01-01,-34.98,-166.98,19.6
2016-01-01,-34.98,-165.98,19.45
2016-01-01,-34.98,-164.98,19.03
2016-01-01,-34.98,-163.98,18.8
2016-01-01,-34.98,-162.98,18.72
2016-01-01,-34.98,-161.98,19.45
2016-01-01,-34.98,-160.98,19.62
2016-01-01,-34.98,-159.98,19.43
2016-01-01,-34.98,-158.98,18.83
2016-01-01,-34.98,-157.98,19.25
2016-01-01,-34.98,-156.98,19.86
2016-01-01,-34.98,-155.98,19.55
2016-01-01,-34.98,-154.98,19.15
2016-01-01,-34.98,-153.98,19.65
2016-01-01,-34.98,-152.98,19.69
2016-01-01,-34.98,-151.98,19.1
2016-01-01,-34.98,-150.98,18.95
2016-01-01,-34.98,-149.98,19.12
2016-01-01,-34.98,-148.98,19.28
2016-01-01,-34.98,-147.98,19.55
2016-01-01,-34.98,-146.98,19.6
2016-01-01,-34.98,-145.98,19.47
2016-01-01,-34.98,-144.98,19.79
2016-01-01,-34.98,-143.98,19.59
2016-01-01,-34.98,-142.98,19.41
2016-01-01,-34.98,-141.98,19.32
2016-01-01,-34.98,-140.98,19.6
2016-01-01,-34.98,-139.98,19.43
2016-01-01,-34.98,-138.98,19.54
2016-01-01,-34.98,-137.98,19.88
2016-01-01,-34.98,-136.98,19.88
2016-01-01,-34.98,-135.98,20.14
2016-01-01,-34.98,-134.98,19.96
2016-01-01,-34.98,-133.98,19.99
2016-01-01,-34.98,-132.98,20.11
2016-01-01,-34.98,-131.98,20.47
2016-01-01,-34.98,-130.98,20.39
2016-01-01,-34.98,-129.98,20.26
2016-01-01,-34.98,-128.98,20.17
2016-01-01,-34.98,-127.98,20.19
2016-01-01,-34.98,-126.98,20.04
2016-01-01,-34.98,-125.98,20.31
2016-01-01,-34.98,-124.98,20.69
2016-01-01,-34.98,-123.98,20.58
2016-01-01,-34.98,-122.98,20.53
2016-01-01,-34.98,-121.98,20.23
2016-01-01,-34.98,-120.98,20.51
2016-01-01,-34.98,-119.98,20.17
2016-01-01,-34.98,-118.98,20.2
2016-01-01,-34.98,-117.98,20.33
2016-01-01,-34.98,-116.98,20.45
2016-01-01,-34.98,-115.98,20.66
2016-01-01,-34.98,-114.98,20.93
2016-01-01,-34.98,-113.98,20.38
2016-01-01,-34.98,-112.98,20.13
2016-01-01,-34.98,-111.98,20.12
2016-01-01,-34.98,-110.98,20.22
2016-01-01,-34.98,-109.98,20.23
2016-01-01,-34.98,-108.98,19.78
2016-01-01,-34.98,-107.98,19.74
2016-01-01,-34.98,-106.98,20.18
2016-01-01,-34.98,-105.98,20.63
2016-01-01,-34.98,-104.98,20.6
2016-01-01,-34.98,-103.98,20.4
2016-01-01,-34.98,-102.98,19.88
2016-01-01,-34.98,-101.98,20.2
2016-01-01,-34.98,-100.98,20.28
2016-01-01,-34.98,-99.98,19.9
2016-01-01,-34.98,-98.98,20.01
2016-01-01,-34.98,-97.98,19.96
2016-01-01,-34.98,-96.98,20.01
2016-01-01,-34.98,-95.98,19.92
2016-01-01,-34.98,-94.98,19.88
2016-01-01,-34.98,-93.98,20.01
2016-01-01,-34.98,-92.98,19.92
2016-01-01,-34.98,-91.98,19.74
2016-01-01,-34.98,-90.98,19.53
2016-01-01,-34.98,-89.98,19.6
2016-01-01,-34.98,-88.98,19.84
2016-01-01,-34.98,-87.98,20.39
2016-01-01,-34.98,-86.98,19.83
2016-01-01,-34.98,-85.98,20.05
2016-01-01,-34.98,-84.98,19.57
2016-01-01,-34.98,-83.98,19.74
2016-01-01,-34.98,-82.98,19.9
2016-01-01,-34.98,-81.98,19.75
2016-01-01,-34.98,-80.97,19.67
2016-01-01,-34.98,-79.97,19.73
2016-01-01,-34.98,-78.97,19.48
2016-01-01,-34.98,-77.97,19.31
2016-01-01,-34.98,-76.97,19.16
2016-01-01,-34.98,-75.97,19.26
2016-01-01,-34.98,-74.97,18.7
2016-01-01,-34.98,-73.97,18.38
2016-01-01,-34.98,-72.97,18.39
2016-01-01,-34.98,-56.98,25.38
2016-01-01,-34.98,-55.98,24.24
2016-01-01,-34.98,-54.98,22.27
2016-01-01,-34.98,-53.98,22.74
2016-01-01,-34.98,-52.98,22.83
2016-01-01,-34.98,-51.98,23.84
2016-01-01,-34.98,-50.98,23.3
2016-01-01,-34.98,-49.98,22.65
2016-01-01,-34.98,-48.98,22.76
2016-01-01,-34.98,-47.98,22.48
2016-01-01,-34.98,-46.98,21.56
2016-01-01,-34.98,-45.98,21.28
2016-01-01,-34.98,-44.98,20.89
2016-01-01,-34.98,-43.98,20.68
2016-01-01,-34.98,-42.98,20.52
2016-01-01,-34.98,-41.98,20.35
2016-01-01,-34.98,-40.98,19.77
2016-01-01,-34.98,-39.98,20.79
2016-01-01,-34.98,-38.98,20.33
2016-01-01,-34.98,-37.98,20.18
2016-01-01,-34.98,-36.98,20.09
2016-01-01,-34.98,-35.98,19.98
2016-01-01,-34.98,-34.98,19.85
2016-01-01,-34.98,-33.98,20.21
2016-01-01,-34.98,-32.98,20.13
2016-01-01,-34.98,-31.98,19.83
2016-01-01,-34.98,-30.98,19.43
2016-01-01,-34.98,-29.98,19.14
2016-01-01,-34.98,-28.98,19.06
2016-01-01,-34.98,-27.98,19.57
2016-01-01,-34.98,-26.98,19.52
2016-01-01,-34.98,-25.98,18.99
2016-01-01,-34.98,-24.98,18.46
2016-01-01,-34.98,-23.98,19.19
2016-01-01,-34.98,-22.98,19.76
2016-01-01,-34.98,-21.98,19.35
2016-01-01,-34.98,-20.98,18.99
2016-01-01,-34.98,-19.98,19.1
2016-01-01,-34.98,-18.98,19.24
2016-01-01,-34.98,-17.98,19.85
2016-01-01,-34.98,-16.98,20.19
2016-01-01,-34.98,-15.98,20.21
2016-01-01,-34.98,-14.98,20.12
2016-01-01,-34.98,-13.98,20.12
2016-01-01,-34.98,-12.98,20.29
2016-01-01,-34.98,-11.98,20.38
2016-01-01,-34.98,-10.98,20.03
2016-01-01,-34.98,-9.98,19.83
2016-01-01,-34.98,-8.98,20.5
2016-01-01,-34.98,-7.98,20.35
2016-01-01,-34.98,-6.98,20.36
2016-01-01,-34.98,-5.98,20.99
2016-01-01,-34.98,-4.97,20.99
2016-01-01,-34.98,-3.98,20.73
2016-01-01,-34.98,-2.98,20.94
2016-01-01,-34.98,-1.98,20.92
2016-01-01,-34.98,-0.98,20.81
2016-01-01,-34.98,0.02,20.78
2016-01-01,-34.98,1.02,20.75
2016-01-01,-34.98,2.02,20.63
2016-01-01,-34.98,3.02,20.66
2016-01-01,-34.98,4.03,20.8
2016-01-01,-34.98,5.03,20.75
2016-01-01,-34.98,6.02,20.23
2016-01-01,-34.98,7.02,20.53
2016-01-01,-34.98,8.02,21.03
2016-01-01,-34.98,9.02,20.76
2016-01-01,-34.98,10.02,20.82
2016-01-01,-34.98,11.02,20.87
2016-01-01,-34.98,12.02,21.55
2016-01-01,-34.98,13.02,22.76
2016-01-01,-34.98,14.02,22.65
2016-01-01,-34.98,15.02,22.52
2016-01-01,-34.98,16.02,22.85
2016-01-01,-34.98,17.02,22.65
2016-01-01,-34.98,18.02,22.76
2016-01-01,-34.98,19.02,22.07
2016-01-01,-34.98,20.02,22.71
2016-01-01,-34.98,21.02,22.63
2016-01-01,-34.98,22.02,21.55
2016-01-01,-34.98,23.02,22.62
2016-01-01,-34.98,24.02,23.73
2016-01-01,-34.98,25.02,25.07
2016-01-01,-34.98,26.02,25.22
2016-01-01,-34.98,27.02,24.77
2016-01-01,-34.98,28.02,24.35
2016-01-01,-34.98,29.02,23.75
2016-01-01,-34.98,30.02,23.73
2016-01-01,-34.98,31.02,24.16
2016-01-01,-34.98,32.02,24.15
2016-01-01,-34.98,33.02,24.19
2016-01-01,-34.98,34.02,24.18
2016-01-01,-34.98,35.02,23.65
2016-01-01,-34.98,36.02,23.26
2016-01-01,-34.98,37.02,22.67
2016-01-01,-34.98,38.02,22.14
2016-01-01,-34.98,39.02,22.19
2016-01-01,-34.98,40.02,22.3
2016-01-01,-34.98,41.02,22.09
2016-01-01,-34.98,42.02,22.12
2016-01-01,-34.98,43.02,22.12
2016-01-01,-34.98,44.02,21.3
2016-01-01,-34.98,45.02,21.15
2016-01-01,-34.98,46.02,21.22
2016-01-01,-34.98,47.02,21.76
2016-01-01,-34.98,48.02,22.51
2016-01-01,-34.98,49.02,21.78
2016-01-01,-34.98,50.02,20.73
2016-01-01,-34.98,51.02,20.74
2016-01-01,-34.98,52.02,20.68
2016-01-01,-34.98,53.02,20.68
2016-01-01,-34.98,54.02,20.43
2016-01-01,-34.98,55.02,20.18
2016-01-01,-34.98,56.02,20.06
2016-01-01,-34.98,57.02,20.19
2016-01-01,-34.98,58.02,20.83
2016-01-01,-34.98,59.02,20.79
2016-01-01,-34.98,60.02,20.99
2016-01-01,-34.98,61.02,20.61
2016-01-01,-34.98,62.02,20.76
2016-01-01,-34.98,63.02,21.15
2016-01-01,-34.98,64.03,21.2
2016-01-01,-34.98,65.03,21.07
2016-01-01,-34.98,66.03,21.2
2016-01-01,-34.98,67.03,20.77
2016-01-01,-34.98,68.03,20.74
2016-01-01,-34.98,69.03,21.17
2016-01-01,-34.98,70.03,20.62
2016-01-01,-34.98,71.03,20.53
2016-01-01,-34.98,72.03,20.96
2016-01-01,-34.98,73.03,20.98
2016-01-01,-34.98,74.03,20.41
2016-01-01,-34.98,75.03,20.05
2016-01-01,-34.98,76.03,20.03
2016-01-01,-34.98,77.03,19.82
2016-01-01,-34.98,78.03,19.95
2016-01-01,-34.98,79.03,20.25
2016-01-01,-34.98,80.03,20.48
2016-01-01,-34.98,81.03,19.77
2016-01-01,-34.98,82.02,19.86
2016-01-01,-34.98,83.02,20.33
2016-01-01,-34.98,84.02,20.16
2016-01-01,-34.98,85.02,19.94
2016-01-01,-34.98,86.02,20.45
2016-01-01,-34.98,87.02,20.38
2016-01-01,-34.98,88.02,19.99
2016-01-01,-34.98,89.02,19.96
2016-01-01,-34.98,90.02,20.15
2016-01-01,-34.98,91.02,20.38
2016-01-01,-34.98,92.02,20.15
2016-01-01,-34.98,93.02,20.25
2016-01-01,-34.98,94.02,20.23
2016-01-01,-34.98,95.02,19.91
2016-01-01,-34.98,96.02,19.48
2016-01-01,-34.98,97.02,19.62
2016-01-01,-34.98,98.02,19.76
2016-01-01,-34.98,99.02,19.28
2016-01-01,-34.98,100.02,19.57
2016-01-01,-34.98,101.02,19.61
2016-01-01,-34.98,102.02,18.93
2016-01-01,-34.98,103.02,18.61
2016-01-01,-34.98,104.02,18.35
2016-01-01,-34.98,105.02,18.27
2016-01-01,-34.98,106.02,18.56
2016-01-01,-34.98,107.02,18.83
2016-01-01,-34.98,108.02,18.79
2016-01-01,-34.98,109.02,19.19
2016-01-01,-34.98,110.02,19.65
2016-01-01,-34.98,111.02,19.22
2016-01-01,-34.98,112.02,18.89
2016-01-01,-34.98,113.02,19.22
2016-01-01,-34.98,114.02,19.36
2016-01-01,-34.98,115.02,19.46
2016-01-01,-34.98,116.02,18.83
2016-01-01,-34.98,119.02,19.43
2016-01-01,-34.98,120.02,19.16
2016-01-01,-34.98,121.02,19.27
2016-01-01,-34.98,122.02,19.21
2016-01-01,-34.98,123.02,19.1
2016-01-01,-34.98,124.02,19.28
2016-01-01,-34.98,125.02,19.34
2016-01-01,-34.98,126.02,19.51
2016-01-01,-34.98,127.02,19.09
2016-01-01,-34.98,128.02,19.01
2016-01-01,-34.98,129.02,19.26
2016-01-01,-34.98,130.02,19.16
2016-01-01,-34.98,131.02,19.23
2016-01-01,-34.98,132.02,19.16
2016-01-01,-34.98,133.02,19.49
2016-01-01,-34.98,134.02,19.58
2016-01-01,-34.98,135.02,19.1
2016-01-01,-34.98,136.02,19.55
2016-01-01,-34.98,138.02,21.3
2016-01-01,-34.98,151.02,22.52
2016-01-01,-34.98,152.02,23.26
2016-01-01,-34.98,153.02,24.54
2016-01-01,-34.98,154.02,24.53
2016-01-01,-34.98,155.02,23.15
2016-01-01,-34.98,156.02,21.79
2016-01-01,-34.98,157.02,21.54
2016-01-01,-34.98,158.02,21.56
2016-01-01,-34.98,159.02,22.06
2016-01-01,-34.98,160.02,21.18
2016-01-01,-34.98,161.02,20.37
2016-01-01,-34.98,162.02,20.83
2016-01-01,-34.98,163.02,21.02
2016-01-01,-34.98,164.02,20.21
2016-01-01,-34.98,165.02,20.55
2016-01-01,-34.98,166.02,21.35
2016-01-01,-34.98,167.02,21.25
2016-01-01,-34.98,168.02,20.76
2016-01-01,-34.98,169.02,20.69
2016-01-01,-34.98,170.02,20.45
2016-01-01,-34.98,171.02,20.68
2016-01-01,-34.98,172.02,20.45
2016-01-01,-34.98,173.02,20.04
2016-01-01,-34.98,174.02,20.52
2016-01-01,-34.98,175.02,21.23
2016-01-01,-34.98,176.02,21.35
2016-01-01,-34.98,177.02,21.49
2016-01-01,-34.98,178.02,21.21
2016-01-01,-34.98,179.02,20.48
2016-01-01,-33.98,-179.98,21.28
2016-01-01,-33.98,-178.98,21.3
2016-01-01,-33.98,-177.98,20.91
2016-01-01,-33.98,-176.98,20.67
2016-01-01,-33.98,-175.98,20.37
2016-01-01,-33.98,-174.98,19.98
2016-01-01,-33.98,-173.98,20.04
2016-01-01,-33.98,-172.98,20.14
2016-01-01,-33.98,-171.98,19.83
2016-01-01,-33.98,-170.98,19.68
2016-01-01,-33.98,-169.98,20.03
2016-01-01,-33.98,-168.98,19.78
2016-01-01,-33.98,-167.98,19.61
2016-01-01,-33.98,-166.98,20.15
2016-01-01,-33.98,-165.98,19.88
2016-01-01,-33.98,-164.98,19.66
2016-01-01,-33.98,-163.98,20.35
2016-01-01,-33.98,-162.98,20.34
2016-01-01,-33.98,-161.98,19.91
2016-01-01,-33.98,-160.98,19.73
2016-01-01,-33.98,-159.98,19.48
2016-01-01,-33.98,-158.98,19.56
2016-01-01,-33.98,-157.98,20.26
2016-01-01,-33.98,-156.98,20.45
2016-01-01,-33.98,-155.98,19.87
2016-01-01,-33.98,-154.98,19.7
2016-01-01,-33.98,-153.98,19.88
2016-01-01,-33.98,-152.98,19.9
2016-01-01,-33.98,-151.98,19.53
2016-01-01,-33.98,-150.98,19.43
2016-01-01,-33.98,-149.98,19.63
2016-01-01,-33.98,-148.98,19.83
2016-01-01,-33.98,-147.98,19.62
2016-01-01,-33.98,-146.98,19.44
2016-01-01,-33.98,-145.98,19.61
2016-01-01,-33.98,-144.98,20.16
2016-01-01,-33.98,-143.98,19.87
2016-01-01,-33.98,-142.98,19.93
2016-01-01,-33.98,-141.98,19.89
2016-01-01,-33.98,-140.98,20.19
2016-01-01,-33.98,-139.98,20.1
