time,latitude,longitude,mean_CHL,count_entries_CHL
1997-09-01,10,-90,0.13221101,89
1997-09-01,10,-89,0.1270875,110
1997-09-01,10,-88,,0
1997-09-01,10,-87,0.11421287,5
1997-09-01,10,-86,0.12637086,128
1997-09-01,10,-85,,0
1997-09-01,10,-84,,0
1997-09-01,10,-83,0.6628278,88
1997-09-01,10,-82,0.09687719,129
1997-09-01,10,-81,0.08806879,73
1997-09-01,10,-80,0.09556757,25
1997-09-01,10,-79,0.12739687,92
1997-09-01,10,-78,0.107028484,61
1997-09-01,10,-77,0.16236006,14
1997-09-01,10,-76,0.5273835,149
1997-09-01,10,-75,,0
1997-09-01,11,-90,0.123359084,254
1997-09-01,11,-89,0.12026959,126
1997-09-01,11,-88,0.14467959,148
1997-09-01,11,-87,0.13487485,454
1997-09-01,11,-86,0.6510754,357
1997-09-01,11,-85,8.939577,137
1997-09-01,11,-84,1.1750046,102
1997-09-01,11,-83,0.25457293,337
1997-09-01,11,-82,0.099003166,335
1997-09-01,11,-81,0.10122394,57
1997-09-01,11,-80,0.10362108,14
1997-09-01,11,-79,0.09627102,74
1997-09-01,11,-78,0.09595882,174
1997-09-01,11,-77,0.10179802,50
1997-09-01,11,-76,0.15065975,225
1997-09-01,11,-75,0.40625796,210
1997-09-01,12,-90,0.11826701,146
1997-09-01,12,-89,0.1427876,523
1997-09-01,12,-88,0.15156144,575
1997-09-01,12,-87,0.22855607,425
1997-09-01,12,-86,7.776477,145
1997-09-01,12,-85,7.776839,59
1997-09-01,12,-84,1.5168064,87
1997-09-01,12,-83,0.21935005,535
1997-09-01,12,-82,0.09652697,372
1997-09-01,12,-81,0.1041905,374
1997-09-01,12,-80,0.10317243,265
1997-09-01,12,-79,0.10518438,405
1997-09-01,12,-78,0.11620818,397
1997-09-01,12,-77,0.115747094,411
1997-09-01,12,-76,0.10579955,414
1997-09-01,12,-75,0.24967167,61
1997-09-01,13,-90,0.20802456,276
1997-09-01,13,-89,0.37151945,473
1997-09-01,13,-88,0.5749034,391
1997-09-01,13,-87,1.2389894,36
1997-09-01,13,-86,,0
1997-09-01,13,-85,,0
1997-09-01,13,-84,3.3993626,45
1997-09-01,13,-83,0.32876208,535
1997-09-01,13,-82,0.120518826,292
1997-09-01,13,-81,0.10656939,362
1997-09-01,13,-80,0.10327495,304
1997-09-01,13,-79,0.1084431,409
1997-09-01,13,-78,0.11467611,476
1997-09-01,13,-77,0.10739676,377
1997-09-01,13,-76,0.10593074,342
1997-09-01,13,-75,0.110504776,192
