time,latitude,longitude,mean_CHL
2009-12-01,-54.98,105.02,0.284
2009-12-01,-54.98,106.02,0.289
2009-12-01,-54.98,107.02,0.295
2009-12-01,-54.98,108.02,0.257
2009-12-01,-54.98,109.02,0.244
2009-12-01,-54.98,110.02,0.303
2009-12-01,-54.98,111.02,0.192
2009-12-01,-54.98,112.02,0.181
2009-12-01,-54.98,113.02,0.213
2009-12-01,-54.98,114.02,0.196
2009-12-01,-54.98,115.02,0.183
2009-12-01,-54.98,116.02,0.161
2009-12-01,-54.98,117.02,0.182
2009-12-01,-54.98,118.02,0.175
2009-12-01,-54.98,119.02,0.204
2009-12-01,-54.98,120.02,0.221
2009-12-01,-54.98,121.02,0.214
2009-12-01,-54.98,122.02,0.191
2009-12-01,-54.98,123.02,0.17
2009-12-01,-54.98,124.02,0.181
2009-12-01,-54.98,125.02,0.147
2009-12-01,-54.98,126.02,0.161
2009-12-01,-54.98,127.02,0.18
2009-12-01,-54.98,128.02,0.203
2009-12-01,-54.98,129.02,0.167
2009-12-01,-54.98,130.02,0.169
2009-12-01,-54.98,131.02,0.176
2009-12-01,-54.98,132.02,0.166
2009-12-01,-54.98,133.02,0.138
2009-12-01,-54.98,134.02,0.156
2009-12-01,-54.98,135.02,0.151
2009-12-01,-54.98,136.02,0.184
2009-12-01,-54.98,137.02,0.178
2009-12-01,-54.98,138.02,0.182
2009-12-01,-54.98,139.02,0.216
2009-12-01,-54.98,140.02,0.175
2009-12-01,-54.98,141.02,0.184
2009-12-01,-54.98,142.02,0.191
2009-12-01,-54.98,143.02,0.197
2009-12-01,-54.98,144.02,0.187
2009-12-01,-54.98,145.02,0.136
2009-12-01,-54.98,146.02,0.176
2009-12-01,-54.98,147.02,0.246
2009-12-01,-54.98,148.02,0.309
2009-12-01,-54.98,149.02,0.271
2009-12-01,-54.98,150.02,0.302
2009-12-01,-54.98,151.02,0.274
2009-12-01,-54.98,152.02,0.201
2009-12-01,-54.98,153.02,0.224
2009-12-01,-54.98,154.02,0.281
2009-12-01,-54.98,155.02,0.307
2009-12-01,-54.98,156.02,0.28
2009-12-01,-54.98,157.02,0.273
2009-12-01,-54.98,158.02,0.372
2009-12-01,-54.98,159.02,0.312
2009-12-01,-54.98,160.02,0.242
2009-12-01,-54.98,161.02,0.227
2009-12-01,-54.98,162.02,0.387
2009-12-01,-54.98,163.02,0.319
2009-12-01,-54.98,164.02,0.313
2009-12-01,-54.98,165.02,0.294
2009-12-01,-54.98,166.02,0.176
2009-12-01,-54.98,167.02,0.466
2009-12-01,-54.98,168.02,0.529
2009-12-01,-54.98,169.02,0.319
2009-12-01,-54.98,170.02,0.369
2009-12-01,-54.98,171.02,0.406
2009-12-01,-54.98,172.02,0.396
2009-12-01,-54.98,173.02,0.368
2009-12-01,-54.98,174.02,0.392
2009-12-01,-54.98,175.02,0.397
2009-12-01,-54.98,176.02,0.424
2009-12-01,-54.98,177.02,0.384
2009-12-01,-54.98,178.02,0.38
2009-12-01,-54.98,179.02,0.279
2009-12-01,-53.98,-179.98,0.293
2009-12-01,-53.98,-178.98,0.208
2009-12-01,-53.98,-177.98,0.255
2009-12-01,-53.98,-176.98,0.353
2009-12-01,-53.98,-175.98,0.316
2009-12-01,-53.98,-174.98,0.36
2009-12-01,-53.98,-173.98,0.284
2009-12-01,-53.98,-172.98,0.303
2009-12-01,-53.98,-171.98,0.291
2009-12-01,-53.98,-170.98,0.361
2009-12-01,-53.98,-169.98,0.662
2009-12-01,-53.98,-168.98,0.511
2009-12-01,-53.98,-167.98,0.493
2009-12-01,-53.98,-166.98,0.452
2009-12-01,-53.98,-165.98,0.397
2009-12-01,-53.98,-164.98,0.319
2009-12-01,-53.98,-163.98,0.305
2009-12-01,-53.98,-162.98,0.409
2009-12-01,-53.98,-161.98,0.256
2009-12-01,-53.98,-160.98,0.299
2009-12-01,-53.98,-159.98,0.308
2009-12-01,-53.98,-158.98,0.257
2009-12-01,-53.98,-157.98,0.287
2009-12-01,-53.98,-156.98,0.308
2009-12-01,-53.98,-155.98,0.275
2009-12-01,-53.98,-154.98,0.498
2009-12-01,-53.98,-153.98,0.264
2009-12-01,-53.98,-152.98,0.302
2009-12-01,-53.98,-151.98,0.312
2009-12-01,-53.98,-150.98,0.324
2009-12-01,-53.98,-149.98,0.533
2009-12-01,-53.98,-148.98,0.192
2009-12-01,-53.98,-147.98,0.397
2009-12-01,-53.98,-146.98,0.257
2009-12-01,-53.98,-145.98,0.214
2009-12-01,-53.98,-144.98,0.342
2009-12-01,-53.98,-143.98,0.255
2009-12-01,-53.98,-142.98,0.27
2009-12-01,-53.98,-141.98,0.342
2009-12-01,-53.98,-140.98,0.288
2009-12-01,-53.98,-139.98,0.341
2009-12-01,-53.98,-138.98,0.46
2009-12-01,-53.98,-137.98,0.288
2009-12-01,-53.98,-136.98,0.405
2009-12-01,-53.98,-135.98,0.309
2009-12-01,-53.98,-134.98,0.348
2009-12-01,-53.98,-133.98,0.361
2009-12-01,-53.98,-132.98,0.224
2009-12-01,-53.98,-131.98,0.351
2009-12-01,-53.98,-130.98,0.397
2009-12-01,-53.98,-129.98,0.621
2009-12-01,-53.98,-128.98,0.416
2009-12-01,-53.98,-127.98,0.178
2009-12-01,-53.98,-126.98,0.214
2009-12-01,-53.98,-125.98,0.32
2009-12-01,-53.98,-124.98,0.24
2009-12-01,-53.98,-123.98,0.298
2009-12-01,-53.98,-122.98,0.342
2009-12-01,-53.98,-121.98,0.154
2009-12-01,-53.98,-120.98,0.235
2009-12-01,-53.98,-119.98,0.283
2009-12-01,-53.98,-118.98,0.215
2009-12-01,-53.98,-117.98,0.166
2009-12-01,-53.98,-116.98,0.23
2009-12-01,-53.98,-115.98,0.307
2009-12-01,-53.98,-114.98,0.247
2009-12-01,-53.98,-113.98,0.237
2009-12-01,-53.98,-112.98,0.359
2009-12-01,-53.98,-111.98,0.3
2009-12-01,-53.98,-110.98,0.247
2009-12-01,-53.98,-109.98,0.28
2009-12-01,-53.98,-108.98,0.282
2009-12-01,-53.98,-107.98,0.247
2009-12-01,-53.98,-106.98,0.194
2009-12-01,-53.98,-105.98,0.218
2009-12-01,-53.98,-104.98,0.263
2009-12-01,-53.98,-103.98,0.247
2009-12-01,-53.98,-102.98,0.209
2009-12-01,-53.98,-101.98,0.174
2009-12-01,-53.98,-100.98,0.191
2009-12-01,-53.98,-99.98,0.202
2009-12-01,-53.98,-98.98,0.205
2009-12-01,-53.98,-97.98,0.216
2009-12-01,-53.98,-96.98,0.219
2009-12-01,-53.98,-95.98,0.189
2009-12-01,-53.98,-94.98,0.123
2009-12-01,-53.98,-93.98,0.109
2009-12-01,-53.98,-92.98,0.101
2009-12-01,-53.98,-91.98,0.13
2009-12-01,-53.98,-90.98,0.094
2009-12-01,-53.98,-89.98,0.09
2009-12-01,-53.98,-88.98,0.1
2009-12-01,-53.98,-87.98,0.113
2009-12-01,-53.98,-86.98,0.111
2009-12-01,-53.98,-85.98,0.103
2009-12-01,-53.98,-84.98,0.109
2009-12-01,-53.98,-83.98,0.11
2009-12-01,-53.98,-82.98,0.139
2009-12-01,-53.98,-81.98,0.118
2009-12-01,-53.98,-80.98,0.192
2009-12-01,-53.98,-79.98,0.198
2009-12-01,-53.98,-78.98,0.177
2009-12-01,-53.98,-77.98,0.345
2009-12-01,-53.98,-76.98,0.341
2009-12-01,-53.98,-75.98,0.297
2009-12-01,-53.98,-74.98,0.417
2009-12-01,-53.98,-73.98,0.573
2009-12-01,-53.98,-72.98,0.863
2009-12-01,-53.98,-70.98,1.312
2009-12-01,-53.98,-68.98,0.652
2009-12-01,-53.98,-66.98,1.037
2009-12-01,-53.98,-65.98,1.935
2009-12-01,-53.98,-64.98,4.33
2009-12-01,-53.98,-63.98,4.035
2009-12-01,-53.98,-62.98,0.964
2009-12-01,-53.98,-61.98,0.873
2009-12-01,-53.98,-60.98,0.218
2009-12-01,-53.98,-59.98,0.281
2009-12-01,-53.98,-58.98,0.381
2009-12-01,-53.98,-57.98,0.237
2009-12-01,-53.98,-56.98,0.233
2009-12-01,-53.98,-55.98,0.295
2009-12-01,-53.98,-54.98,0.315
2009-12-01,-53.98,-53.98,0.301
2009-12-01,-53.98,-52.98,0.284
2009-12-01,-53.98,-51.98,0.242
2009-12-01,-53.98,-50.98,0.235
2009-12-01,-53.98,-49.98,0.316
2009-12-01,-53.98,-48.98,0.317
2009-12-01,-53.98,-47.98,0.378
2009-12-01,-53.98,-46.98,0.32
2009-12-01,-53.98,-45.98,0.42
2009-12-01,-53.98,-44.98,0.531
2009-12-01,-53.98,-43.98,0.368
2009-12-01,-53.98,-42.98,0.715
2009-12-01,-53.98,-41.98,1.243
2009-12-01,-53.98,-40.98,0.826
2009-12-01,-53.98,-39.98,1.188
2009-12-01,-53.98,-38.98,0.951
2009-12-01,-53.98,-37.98,0.499
2009-12-01,-53.98,-36.98,0.247
2009-12-01,-53.98,-35.98,0.362
2009-12-01,-53.98,-34.98,0.387
2009-12-01,-53.98,-33.98,0.318
2009-12-01,-53.98,-32.98,0.222
2009-12-01,-53.98,-31.98,0.208
2009-12-01,-53.98,-30.98,0.226
2009-12-01,-53.98,-29.98,0.46
2009-12-01,-53.98,-28.98,0.617
2009-12-01,-53.98,-27.98,0.491
2009-12-01,-53.98,-26.98,0.478
2009-12-01,-53.98,-25.98,0.891
2009-12-01,-53.98,-24.98,2.043
2009-12-01,-53.98,-23.98,2.009
2009-12-01,-53.98,-22.98,2.039
2009-12-01,-53.98,-21.98,1.285
2009-12-01,-53.98,-20.98,1.03
2009-12-01,-53.98,-19.98,0.685
2009-12-01,-53.98,-18.98,1.249
2009-12-01,-53.98,-17.98,0.928
2009-12-01,-53.98,-16.98,1.77
2009-12-01,-53.98,-15.98,0.777
2009-12-01,-53.98,-14.98,0.772
2009-12-01,-53.98,-13.98,0.802
2009-12-01,-53.98,-12.98,0.727
2009-12-01,-53.98,-11.98,0.708
2009-12-01,-53.98,-10.98,0.601
2009-12-01,-53.98,-9.98,0.53
2009-12-01,-53.98,-8.98,0.639
2009-12-01,-53.98,-7.98,0.594
2009-12-01,-53.98,-6.98,0.539
2009-12-01,-53.98,-5.98,0.572
2009-12-01,-53.98,-4.98,0.464
2009-12-01,-53.98,-3.98,0.507
2009-12-01,-53.98,-2.98,0.481
2009-12-01,-53.98,-1.98,0.324
2009-12-01,-53.98,-0.98,0.381
2009-12-01,-53.98,0.02,0.332
2009-12-01,-53.98,1.02,0.272
2009-12-01,-53.98,2.02,0.268
2009-12-01,-53.98,3.02,0.288
2009-12-01,-53.98,4.02,0.262
2009-12-01,-53.98,5.02,0.335
2009-12-01,-53.98,6.02,0.395
2009-12-01,-53.98,7.02,0.414
2009-12-01,-53.98,8.02,0.379
2009-12-01,-53.98,9.02,0.334
2009-12-01,-53.98,10.02,0.271
2009-12-01,-53.98,11.02,0.271
2009-12-01,-53.98,12.02,0.261
2009-12-01,-53.98,13.02,0.302
2009-12-01,-53.98,14.02,0.298
2009-12-01,-53.98,15.02,0.248
2009-12-01,-53.98,16.02,0.424
2009-12-01,-53.98,17.02,0.384
2009-12-01,-53.98,18.02,0.386
2009-12-01,-53.98,19.02,0.48
2009-12-01,-53.98,20.02,0.495
2009-12-01,-53.98,21.02,0.48
2009-12-01,-53.98,22.02,0.606
2009-12-01,-53.98,23.02,0.522
2009-12-01,-53.98,24.02,0.597
2009-12-01,-53.98,25.02,0.414
2009-12-01,-53.98,26.02,0.338
2009-12-01,-53.98,27.02,0.508
2009-12-01,-53.98,28.02,0.402
2009-12-01,-53.98,29.02,0.325
2009-12-01,-53.98,30.02,0.28
2009-12-01,-53.98,31.02,0.276
2009-12-01,-53.98,33.02,0.226
2009-12-01,-53.98,34.02,0.281
2009-12-01,-53.98,35.02,0.401
2009-12-01,-53.98,36.02,0.266
2009-12-01,-53.98,37.02,0.289
2009-12-01,-53.98,38.02,0.382
2009-12-01,-53.98,39.02,0.366
2009-12-01,-53.98,40.02,0.243
2009-12-01,-53.98,41.02,0.229
2009-12-01,-53.98,42.02,0.27
2009-12-01,-53.98,43.02,0.289
2009-12-01,-53.98,44.02,0.335
2009-12-01,-53.98,45.02,0.33
2009-12-01,-53.98,46.02,0.341
2009-12-01,-53.98,47.02,0.337
2009-12-01,-53.98,48.02,0.309
2009-12-01,-53.98,49.02,0.314
2009-12-01,-53.98,50.02,0.304
2009-12-01,-53.98,51.02,0.25
2009-12-01,-53.98,52.02,0.199
2009-12-01,-53.98,53.02,0.212
2009-12-01,-53.98,54.02,0.214
2009-12-01,-53.98,55.02,0.24
2009-12-01,-53.98,56.02,0.233
2009-12-01,-53.98,57.02,0.234
2009-12-01,-53.98,58.02,0.186
2009-12-01,-53.98,59.02,0.22
2009-12-01,-53.98,60.02,0.237
2009-12-01,-53.98,61.02,0.224
2009-12-01,-53.98,62.02,0.165
2009-12-01,-53.98,63.02,0.17
2009-12-01,-53.98,64.02,0.167
2009-12-01,-53.98,65.02,0.157
2009-12-01,-53.98,66.02,0.145
2009-12-01,-53.98,67.02,0.132
2009-12-01,-53.98,68.02,0.17
2009-12-01,-53.98,69.02,0.168
2009-12-01,-53.98,70.02,0.15
2009-12-01,-53.98,71.02,0.151
2009-12-01,-53.98,72.02,0.141
2009-12-01,-53.98,73.02,0.148
2009-12-01,-53.98,74.02,0.158
2009-12-01,-53.98,75.02,0.147
2009-12-01,-53.98,76.02,0.137
2009-12-01,-53.98,77.02,0.16
2009-12-01,-53.98,78.02,0.187
2009-12-01,-53.98,79.02,0.476
2009-12-01,-53.98,80.02,0.305
2009-12-01,-53.98,81.02,0.264
2009-12-01,-53.98,82.02,0.303
2009-12-01,-53.98,83.02,0.308
2009-12-01,-53.98,84.02,0.364
2009-12-01,-53.98,85.02,0.389
2009-12-01,-53.98,86.02,1.072
2009-12-01,-53.98,87.02,0.673
2009-12-01,-53.98,88.02,0.591
2009-12-01,-53.98,89.02,0.527
2009-12-01,-53.98,90.02,0.551
2009-12-01,-53.98,91.02,0.632
2009-12-01,-53.98,92.02,0.468
2009-12-01,-53.98,93.02,0.748
2009-12-01,-53.98,94.02,0.505
2009-12-01,-53.98,95.02,0.414
2009-12-01,-53.98,96.02,0.38
2009-12-01,-53.98,97.02,0.378
2009-12-01,-53.98,98.02,0.382
2009-12-01,-53.98,99.02,0.365
2009-12-01,-53.98,100.02,0.378
2009-12-01,-53.98,101.02,0.293
2009-12-01,-53.98,102.02,0.252
2009-12-01,-53.98,103.02,0.341
2009-12-01,-53.98,104.02,0.302
2009-12-01,-53.98,105.02,0.285
2009-12-01,-53.98,106.02,0.319
2009-12-01,-53.98,107.02,0.312
2009-12-01,-53.98,108.02,0.257
2009-12-01,-53.98,109.02,0.255
2009-12-01,-53.98,110.02,0.253
2009-12-01,-53.98,111.02,0.243
2009-12-01,-53.98,112.02,0.198
2009-12-01,-53.98,113.02,0.202
2009-12-01,-53.98,114.02,0.197
2009-12-01,-53.98,115.02,0.167
2009-12-01,-53.98,116.02,0.128
2009-12-01,-53.98,117.02,0.185
2009-12-01,-53.98,118.02,0.204
2009-12-01,-53.98,119.02,0.185
2009-12-01,-53.98,120.02,0.201
2009-12-01,-53.98,121.02,0.22
2009-12-01,-53.98,122.02,0.188
2009-12-01,-53.98,123.02,0.156
2009-12-01,-53.98,124.02,0.154
2009-12-01,-53.98,125.02,0.142
2009-12-01,-53.98,126.02,0.125
2009-12-01,-53.98,127.02,0.131
2009-12-01,-53.98,128.02,0.177
2009-12-01,-53.98,129.02,0.211
2009-12-01,-53.98,130.02,0.25
2009-12-01,-53.98,131.02,0.155
2009-12-01,-53.98,132.02,0.162
2009-12-01,-53.98,133.02,0.16
2009-12-01,-53.98,134.02,0.154
2009-12-01,-53.98,135.02,0.148
2009-12-01,-53.98,136.02,0.163
2009-12-01,-53.98,137.02,0.205
2009-12-01,-53.98,138.02,0.176
2009-12-01,-53.98,139.02,0.155
2009-12-01,-53.98,140.02,0.188
2009-12-01,-53.98,141.02,0.197
2009-12-01,-53.98,142.02,0.183
2009-12-01,-53.98,143.02,0.185
2009-12-01,-53.98,144.02,0.183
2009-12-01,-53.98,145.02,0.129
2009-12-01,-53.98,146.02,0.3
2009-12-01,-53.98,147.02,0.296
2009-12-01,-53.98,148.02,0.205
2009-12-01,-53.98,149.02,0.243
2009-12-01,-53.98,150.02,0.201
2009-12-01,-53.98,151.02,0.233
2009-12-01,-53.98,152.02,0.232
2009-12-01,-53.98,153.02,0.233
2009-12-01,-53.98,154.02,0.28
2009-12-01,-53.98,155.02,0.335
2009-12-01,-53.98,156.02,0.28
2009-12-01,-53.98,157.02,0.257
2009-12-01,-53.98,158.02,0.333
2009-12-01,-53.98,159.02,0.36
2009-12-01,-53.98,160.02,0.322
2009-12-01,-53.98,161.02,0.319
2009-12-01,-53.98,162.02,0.296
2009-12-01,-53.98,163.02,0.271
2009-12-01,-53.98,164.02,0.258
2009-12-01,-53.98,165.02,0.367
2009-12-01,-53.98,166.02,0.35
2009-12-01,-53.98,167.02,0.566
2009-12-01,-53.98,168.02,0.708
2009-12-01,-53.98,169.02,0.496
2009-12-01,-53.98,170.02,0.563
2009-12-01,-53.98,171.02,0.596
2009-12-01,-53.98,172.02,0.365
2009-12-01,-53.98,173.02,0.353
2009-12-01,-53.98,174.02,0.365
2009-12-01,-53.98,175.02,0.398
2009-12-01,-53.98,176.02,0.424
2009-12-01,-53.98,177.02,0.329
2009-12-01,-53.98,178.02,0.346
2009-12-01,-53.98,179.02,0.261
2009-12-01,-52.98,-179.98,0.223
2009-12-01,-52.98,-178.98,0.261
2009-12-01,-52.98,-177.98,0.292
2009-12-01,-52.98,-176.98,0.47
2009-12-01,-52.98,-175.98,0.375
2009-12-01,-52.98,-174.98,0.216
2009-12-01,-52.98,-173.98,0.269
2009-12-01,-52.98,-172.98,0.408
2009-12-01,-52.98,-171.98,0.424
2009-12-01,-52.98,-170.98,0.356
2009-12-01,-52.98,-169.98,0.289
2009-12-01,-52.98,-168.98,0.31
2009-12-01,-52.98,-167.98,0.299
2009-12-01,-52.98,-166.98,0.376
2009-12-01,-52.98,-165.98,0.362
2009-12-01,-52.98,-164.98,0.338
2009-12-01,-52.98,-163.98,0.388
2009-12-01,-52.98,-162.98,0.311
2009-12-01,-52.98,-161.98,0.344
2009-12-01,-52.98,-160.98,0.435
2009-12-01,-52.98,-159.98,0.37
2009-12-01,-52.98,-158.98,0.377
2009-12-01,-52.98,-157.98,0.334
2009-12-01,-52.98,-156.98,0.311
2009-12-01,-52.98,-155.98,0.249
2009-12-01,-52.98,-154.98,0.297
2009-12-01,-52.98,-153.98,0.406
2009-12-01,-52.98,-152.98,0.158
2009-12-01,-52.98,-151.98,0.119
2009-12-01,-52.98,-150.98,0.193
2009-12-01,-52.98,-149.98,0.278
2009-12-01,-52.98,-148.98,0.291
2009-12-01,-52.98,-147.98,0.254
2009-12-01,-52.98,-146.98,0.412
2009-12-01,-52.98,-145.98,0.247
2009-12-01,-52.98,-144.98,0.384
2009-12-01,-52.98,-143.98,0.216
2009-12-01,-52.98,-142.98,0.3
2009-12-01,-52.98,-141.98,0.148
2009-12-01,-52.98,-140.98,0.225
2009-12-01,-52.98,-139.98,0.299
2009-12-01,-52.98,-138.98,0.354
2009-12-01,-52.98,-137.98,0.24
2009-12-01,-52.98,-136.98,0.418
2009-12-01,-52.98,-135.98,0.146
2009-12-01,-52.98,-134.98,0.255
2009-12-01,-52.98,-133.98,0.468
2009-12-01,-52.98,-132.98,0.239
2009-12-01,-52.98,-131.98,0.221
2009-12-01,-52.98,-130.98,0.272
2009-12-01,-52.98,-129.98,0.174
2009-12-01,-52.98,-128.98,0.245
2009-12-01,-52.98,-127.98,0.187
2009-12-01,-52.98,-126.98,0.238
2009-12-01,-52.98,-125.98,0.223
2009-12-01,-52.98,-124.98,0.179
2009-12-01,-52.98,-123.98,0.233
2009-12-01,-52.98,-122.98,0.246
2009-12-01,-52.98,-121.98,0.229
2009-12-01,-52.98,-120.98,0.236
2009-12-01,-52.98,-119.98,0.218
2009-12-01,-52.98,-118.98,0.299
2009-12-01,-52.98,-117.98,0.191
2009-12-01,-52.98,-116.98,0.212
2009-12-01,-52.98,-115.98,0.274
2009-12-01,-52.98,-114.98,0.38
2009-12-01,-52.98,-113.98,0.363
2009-12-01,-52.98,-112.98,0.395
2009-12-01,-52.98,-111.98,0.215
2009-12-01,-52.98,-110.98,0.225
2009-12-01,-52.98,-109.98,0.308
2009-12-01,-52.98,-108.98,0.295
2009-12-01,-52.98,-107.98,0.253
2009-12-01,-52.98,-106.98,0.212
2009-12-01,-52.98,-105.98,0.211
2009-12-01,-52.98,-104.98,0.146
2009-12-01,-52.98,-103.98,0.134
2009-12-01,-52.98,-102.98,0.157
2009-12-01,-52.98,-101.98,0.134
2009-12-01,-52.98,-100.98,0.107
2009-12-01,-52.98,-99.98,0.154
2009-12-01,-52.98,-98.98,0.166
2009-12-01,-52.98,-97.98,0.181
2009-12-01,-52.98,-96.98,0.152
2009-12-01,-52.98,-95.98,0.171
2009-12-01,-52.98,-94.98,0.095
2009-12-01,-52.98,-93.98,0.103
2009-12-01,-52.98,-92.98,0.092
2009-12-01,-52.98,-91.98,0.087
2009-12-01,-52.98,-90.98,0.094
2009-12-01,-52.98,-89.98,0.101
2009-12-01,-52.98,-88.98,0.096
2009-12-01,-52.98,-87.98,0.096
2009-12-01,-52.98,-86.98,0.095
2009-12-01,-52.98,-85.98,0.09
2009-12-01,-52.98,-84.98,0.101
2009-12-01,-52.98,-83.98,0.117
2009-12-01,-52.98,-82.98,0.162
2009-12-01,-52.98,-81.98,0.147
2009-12-01,-52.98,-80.98,0.191
2009-12-01,-52.98,-79.98,0.226
2009-12-01,-52.98,-78.98,0.283
2009-12-01,-52.98,-77.98,0.329
2009-12-01,-52.98,-76.98,0.301
2009-12-01,-52.98,-75.98,0.321
2009-12-01,-52.98,-74.98,0.633
2009-12-01,-52.98,-73.98,0.513
2009-12-01,-52.98,-67.98,1.334
2009-12-01,-52.98,-66.98,0.603
2009-12-01,-52.98,-65.98,1.48
2009-12-01,-52.98,-64.98,2.878
2009-12-01,-52.98,-63.98,4.175
2009-12-01,-52.98,-62.98,1.623
2009-12-01,-52.98,-61.98,1.174
2009-12-01,-52.98,-60.98,0.993
2009-12-01,-52.98,-59.98,0.769
2009-12-01,-52.98,-58.98,0.844
2009-12-01,-52.98,-57.98,0.629
2009-12-01,-52.98,-56.98,0.256
2009-12-01,-52.98,-55.98,0.285
2009-12-01,-52.98,-54.98,0.238
2009-12-01,-52.98,-53.98,0.483
2009-12-01,-52.98,-52.98,0.504
2009-12-01,-52.98,-51.98,0.365
2009-12-01,-52.98,-50.98,0.227
2009-12-01,-52.98,-49.98,0.187
2009-12-01,-52.98,-48.98,0.295
2009-12-01,-52.98,-47.98,0.44
2009-12-01,-52.98,-46.98,0.756
2009-12-01,-52.98,-45.98,0.896
2009-12-01,-52.98,-44.98,1.361
2009-12-01,-52.98,-43.98,1.56
2009-12-01,-52.98,-42.98,1.302
2009-12-01,-52.98,-41.98,1.311
2009-12-01,-52.98,-40.98,5.111
2009-12-01,-52.98,-39.98,0.815
2009-12-01,-52.98,-38.98,1.101
2009-12-01,-52.98,-37.98,1.094
2009-12-01,-52.98,-36.98,0.715
2009-12-01,-52.98,-35.98,0.566
2009-12-01,-52.98,-34.98,0.768
2009-12-01,-52.98,-33.98,0.668
2009-12-01,-52.98,-32.98,0.349
2009-12-01,-52.98,-31.98,0.241
2009-12-01,-52.98,-30.98,0.349
2009-12-01,-52.98,-29.98,0.686
2009-12-01,-52.98,-28.98,1.632
2009-12-01,-52.98,-27.98,1.018
2009-12-01,-52.98,-26.98,0.993
2009-12-01,-52.98,-25.98,2.267
2009-12-01,-52.98,-24.98,2.918
2009-12-01,-52.98,-23.98,1.778
2009-12-01,-52.98,-22.98,1.245
2009-12-01,-52.98,-21.98,1.122
2009-12-01,-52.98,-20.98,0.94
2009-12-01,-52.98,-19.98,1.002
2009-12-01,-52.98,-18.98,0.926
2009-12-01,-52.98,-17.98,0.73
2009-12-01,-52.98,-16.98,1.045
2009-12-01,-52.98,-15.98,0.859
2009-12-01,-52.98,-14.98,0.635
2009-12-01,-52.98,-13.98,0.814
2009-12-01,-52.98,-12.98,0.575
2009-12-01,-52.98,-11.98,0.554
2009-12-01,-52.98,-10.98,0.617
2009-12-01,-52.98,-9.98,0.6
2009-12-01,-52.98,-8.98,0.503
2009-12-01,-52.98,-7.98,0.557
2009-12-01,-52.98,-6.98,0.431
2009-12-01,-52.98,-5.98,0.478
2009-12-01,-52.98,-4.98,0.513
2009-12-01,-52.98,-3.98,0.543
2009-12-01,-52.98,-2.98,0.455
2009-12-01,-52.98,-1.98,0.373
2009-12-01,-52.98,-0.98,0.431
2009-12-01,-52.98,0.02,0.461
2009-12-01,-52.98,1.02,0.373
2009-12-01,-52.98,2.02,0.356
2009-12-01,-52.98,3.02,0.433
2009-12-01,-52.98,4.02,0.439
2009-12-01,-52.98,5.02,0.435
2009-12-01,-52.98,6.02,0.305
2009-12-01,-52.98,7.02,0.424
2009-12-01,-52.98,8.02,0.345
2009-12-01,-52.98,9.02,0.336
2009-12-01,-52.98,10.02,0.323
2009-12-01,-52.98,11.02,0.368
2009-12-01,-52.98,12.02,0.37
2009-12-01,-52.98,13.02,0.335
2009-12-01,-52.98,14.02,0.383
2009-12-01,-52.98,15.02,0.301
2009-12-01,-52.98,16.02,0.302
2009-12-01,-52.98,17.02,0.254
2009-12-01,-52.98,18.02,0.363
2009-12-01,-52.98,19.02,0.349
2009-12-01,-52.98,20.02,0.442
2009-12-01,-52.98,21.02,0.392
2009-12-01,-52.98,22.02,0.468
2009-12-01,-52.98,23.02,0.605
2009-12-01,-52.98,24.02,0.43
2009-12-01,-52.98,25.02,0.361
2009-12-01,-52.98,26.02,0.299
2009-12-01,-52.98,27.02,0.383
2009-12-01,-52.98,28.02,0.343
2009-12-01,-52.98,29.02,0.386
2009-12-01,-52.98,30.02,0.34
2009-12-01,-52.98,31.02,0.418
2009-12-01,-52.98,32.02,0.303
2009-12-01,-52.98,33.02,0.326
2009-12-01,-52.98,34.02,0.31
2009-12-01,-52.98,35.02,0.329
2009-12-01,-52.98,36.02,0.265
2009-12-01,-52.98,37.02,0.324
2009-12-01,-52.98,38.02,0.29
2009-12-01,-52.98,39.02,0.334
2009-12-01,-52.98,40.02,0.253
2009-12-01,-52.98,41.02,0.275
2009-12-01,-52.98,42.02,0.308
2009-12-01,-52.98,43.02,0.285
2009-12-01,-52.98,44.02,0.242
2009-12-01,-52.98,45.02,0.362
2009-12-01,-52.98,46.02,0.329
2009-12-01,-52.98,47.02,0.361
2009-12-01,-52.98,48.02,0.405
2009-12-01,-52.98,49.02,0.325
2009-12-01,-52.98,50.02,0.254
2009-12-01,-52.98,51.02,0.25
2009-12-01,-52.98,52.02,0.307
2009-12-01,-52.98,53.02,0.379
2009-12-01,-52.98,54.02,0.22
2009-12-01,-52.98,55.02,0.279
2009-12-01,-52.98,56.02,0.298
2009-12-01,-52.98,57.02,0.273
2009-12-01,-52.98,58.02,0.219
2009-12-01,-52.98,59.02,0.291
2009-12-01,-52.98,60.02,0.234
2009-12-01,-52.98,61.02,0.208
2009-12-01,-52.98,62.02,0.217
2009-12-01,-52.98,63.02,0.21
2009-12-01,-52.98,64.02,0.17
2009-12-01,-52.98,65.02,0.166
2009-12-01,-52.98,66.02,0.143
2009-12-01,-52.98,67.02,0.13
2009-12-01,-52.98,68.02,0.157
2009-12-01,-52.98,69.02,0.164
2009-12-01,-52.98,70.02,0.155
2009-12-01,-52.98,71.02,0.169
2009-12-01,-52.98,72.02,0.25
2009-12-01,-52.98,73.02,0.478
2009-12-01,-52.98,74.02,0.334
