time,latitude,longitude,mean_CHL
2009-12-01,-59.98,1.02,1.046
2009-12-01,-59.98,2.02,1.442
2009-12-01,-59.98,3.02,1.88
2009-12-01,-59.98,4.02,1.973
2009-12-01,-59.98,5.02,1.263
2009-12-01,-59.98,6.02,1.608
2009-12-01,-59.98,7.02,2.119
2009-12-01,-59.98,8.02,2.733
2009-12-01,-59.98,9.02,1.13
2009-12-01,-59.98,11.02,0.857
2009-12-01,-59.98,12.02,0.884
2009-12-01,-59.98,13.02,0.976
2009-12-01,-59.98,14.02,0.79
2009-12-01,-59.98,15.02,0.736
2009-12-01,-59.98,16.02,0.916
2009-12-01,-59.98,17.02,1.114
2009-12-01,-59.98,18.02,0.962
2009-12-01,-59.98,19.02,1.098
2009-12-01,-59.98,20.02,1.24
2009-12-01,-59.98,21.02,1.692
2009-12-01,-59.98,22.02,1.037
2009-12-01,-59.98,23.02,1.106
2009-12-01,-59.98,24.02,1.078
2009-12-01,-59.98,25.02,0.877
2009-12-01,-59.98,26.02,0.836
2009-12-01,-59.98,27.02,0.874
2009-12-01,-59.98,28.02,1.742
2009-12-01,-59.98,29.02,0.798
2009-12-01,-59.98,30.02,1.502
2009-12-01,-59.98,31.02,1.836
2009-12-01,-59.98,32.02,1.19
2009-12-01,-59.98,33.02,0.844
2009-12-01,-59.98,34.02,0.852
2009-12-01,-59.98,35.02,1.064
2009-12-01,-59.98,36.02,0.749
2009-12-01,-59.98,37.02,0.267
2009-12-01,-59.98,38.02,0.505
2009-12-01,-59.98,39.02,0.638
2009-12-01,-59.98,40.02,0.62
2009-12-01,-59.98,41.02,0.419
2009-12-01,-59.98,42.02,0.296
2009-12-01,-59.98,43.02,0.132
2009-12-01,-59.98,44.02,0.097
2009-12-01,-59.98,45.02,0.105
2009-12-01,-59.98,46.02,0.114
2009-12-01,-59.98,47.02,0.114
2009-12-01,-59.98,48.02,0.108
2009-12-01,-59.98,49.02,0.137
2009-12-01,-59.98,50.02,0.117
2009-12-01,-59.98,51.02,0.124
2009-12-01,-59.98,52.02,0.123
2009-12-01,-59.98,53.02,0.103
2009-12-01,-59.98,54.02,0.107
2009-12-01,-59.98,55.02,0.107
2009-12-01,-59.98,56.02,0.108
2009-12-01,-59.98,57.02,0.101
2009-12-01,-59.98,58.02,0.11
2009-12-01,-59.98,59.02,0.127
2009-12-01,-59.98,60.02,0.119
2009-12-01,-59.98,61.02,0.137
2009-12-01,-59.98,62.02,0.161
2009-12-01,-59.98,63.02,0.148
2009-12-01,-59.98,64.02,0.152
2009-12-01,-59.98,65.02,0.125
2009-12-01,-59.98,66.02,0.164
2009-12-01,-59.98,68.02,0.163
2009-12-01,-59.98,69.02,0.183
2009-12-01,-59.98,70.02,0.198
2009-12-01,-59.98,71.02,0.232
2009-12-01,-59.98,72.02,0.271
2009-12-01,-59.98,73.02,0.289
2009-12-01,-59.98,74.02,0.664
2009-12-01,-59.98,75.02,0.76
2009-12-01,-59.98,76.02,0.931
2009-12-01,-59.98,77.02,0.938
2009-12-01,-59.98,78.02,0.784
2009-12-01,-59.98,79.02,0.716
2009-12-01,-59.98,80.02,0.652
2009-12-01,-59.98,81.02,0.383
2009-12-01,-59.98,82.02,0.555
2009-12-01,-59.98,83.02,0.849
2009-12-01,-59.98,84.02,0.898
2009-12-01,-59.98,85.02,1.084
2009-12-01,-59.98,86.02,0.677
2009-12-01,-59.98,87.02,0.317
2009-12-01,-59.98,88.02,0.281
2009-12-01,-59.98,89.02,0.391
2009-12-01,-59.98,90.02,0.331
2009-12-01,-59.98,91.02,0.397
2009-12-01,-59.98,92.02,0.448
2009-12-01,-59.98,93.02,0.393
2009-12-01,-59.98,94.02,0.331
2009-12-01,-59.98,95.02,0.309
2009-12-01,-59.98,96.02,0.344
2009-12-01,-59.98,97.02,0.337
2009-12-01,-59.98,98.02,0.311
2009-12-01,-59.98,99.02,0.275
2009-12-01,-59.98,100.02,0.219
2009-12-01,-59.98,101.02,0.226
2009-12-01,-59.98,102.02,0.264
2009-12-01,-59.98,103.02,0.242
2009-12-01,-59.98,104.02,0.255
2009-12-01,-59.98,105.02,0.275
2009-12-01,-59.98,106.02,0.215
2009-12-01,-59.98,107.02,0.212
2009-12-01,-59.98,108.02,0.227
2009-12-01,-59.98,109.02,0.239
2009-12-01,-59.98,110.02,0.22
2009-12-01,-59.98,111.02,0.248
2009-12-01,-59.98,112.02,0.316
2009-12-01,-59.98,113.02,0.319
2009-12-01,-59.98,114.02,0.279
2009-12-01,-59.98,115.02,0.224
2009-12-01,-59.98,116.02,0.222
2009-12-01,-59.98,117.02,0.228
2009-12-01,-59.98,118.02,0.21
2009-12-01,-59.98,119.02,0.255
2009-12-01,-59.98,120.02,0.249
2009-12-01,-59.98,121.02,0.226
2009-12-01,-59.98,122.02,0.183
2009-12-01,-59.98,123.02,0.173
2009-12-01,-59.98,124.02,0.19
2009-12-01,-59.98,125.02,0.183
2009-12-01,-59.98,126.02,0.182
2009-12-01,-59.98,127.02,0.178
2009-12-01,-59.98,128.02,0.158
2009-12-01,-59.98,129.02,0.153
2009-12-01,-59.98,130.02,0.14
2009-12-01,-59.98,131.02,0.156
2009-12-01,-59.98,132.02,0.154
2009-12-01,-59.98,133.02,0.177
2009-12-01,-59.98,134.02,0.174
2009-12-01,-59.98,135.02,0.227
2009-12-01,-59.98,136.02,0.455
2009-12-01,-59.98,137.02,0.435
2009-12-01,-59.98,138.02,0.435
2009-12-01,-59.98,139.02,0.346
2009-12-01,-59.98,140.02,0.307
2009-12-01,-59.98,141.02,0.304
2009-12-01,-59.98,142.02,0.32
2009-12-01,-59.98,143.02,0.412
2009-12-01,-59.98,144.02,0.229
2009-12-01,-59.98,145.02,0.232
2009-12-01,-59.98,146.02,0.248
2009-12-01,-59.98,147.02,0.216
2009-12-01,-59.98,148.02,0.221
2009-12-01,-59.98,149.02,0.378
2009-12-01,-59.98,150.02,1.027
2009-12-01,-59.98,151.02,0.998
2009-12-01,-59.98,152.02,0.968
2009-12-01,-59.98,153.02,0.387
2009-12-01,-59.98,154.02,0.648
2009-12-01,-59.98,155.02,0.537
2009-12-01,-59.98,156.02,0.397
2009-12-01,-59.98,157.02,0.402
2009-12-01,-59.98,158.02,0.35
2009-12-01,-59.98,159.02,0.426
2009-12-01,-59.98,160.02,0.555
2009-12-01,-59.98,161.02,0.455
2009-12-01,-59.98,162.02,0.27
2009-12-01,-59.98,163.02,0.307
2009-12-01,-59.98,164.02,0.269
2009-12-01,-59.98,165.02,0.292
2009-12-01,-59.98,166.02,0.327
2009-12-01,-59.98,167.02,0.34
2009-12-01,-59.98,168.02,0.37
2009-12-01,-59.98,169.02,0.329
2009-12-01,-59.98,170.02,0.397
2009-12-01,-59.98,171.02,0.382
2009-12-01,-59.98,172.02,0.376
2009-12-01,-59.98,173.02,0.316
2009-12-01,-59.98,174.02,0.435
2009-12-01,-59.98,175.02,0.481
2009-12-01,-59.98,176.02,0.498
2009-12-01,-59.98,177.02,0.515
2009-12-01,-59.98,178.02,0.562
2009-12-01,-59.98,179.02,0.533
2009-12-01,-58.98,-179.98,0.491
2009-12-01,-58.98,-178.98,0.46
2009-12-01,-58.98,-177.98,0.44
2009-12-01,-58.98,-176.98,0.567
2009-12-01,-58.98,-175.98,0.631
2009-12-01,-58.98,-174.98,0.519
2009-12-01,-58.98,-173.98,0.572
2009-12-01,-58.98,-172.98,0.416
2009-12-01,-58.98,-171.98,0.52
2009-12-01,-58.98,-170.98,0.412
2009-12-01,-58.98,-169.98,0.4
2009-12-01,-58.98,-168.98,0.515
2009-12-01,-58.98,-167.98,0.652
2009-12-01,-58.98,-166.98,0.672
2009-12-01,-58.98,-165.98,0.76
2009-12-01,-58.98,-164.98,0.725
2009-12-01,-58.98,-163.98,0.802
2009-12-01,-58.98,-162.98,0.66
2009-12-01,-58.98,-161.98,0.795
2009-12-01,-58.98,-160.98,0.719
2009-12-01,-58.98,-159.98,0.575
2009-12-01,-58.98,-158.98,0.711
2009-12-01,-58.98,-157.98,0.587
2009-12-01,-58.98,-156.98,0.547
2009-12-01,-58.98,-155.98,0.634
2009-12-01,-58.98,-154.98,0.555
2009-12-01,-58.98,-153.98,0.666
2009-12-01,-58.98,-152.98,0.451
2009-12-01,-58.98,-151.98,0.4
2009-12-01,-58.98,-150.98,0.285
2009-12-01,-58.98,-149.98,0.334
2009-12-01,-58.98,-148.98,0.31
2009-12-01,-58.98,-147.98,0.387
2009-12-01,-58.98,-146.98,0.468
2009-12-01,-58.98,-145.98,0.484
2009-12-01,-58.98,-144.98,0.383
2009-12-01,-58.98,-143.98,0.349
2009-12-01,-58.98,-142.98,0.402
2009-12-01,-58.98,-141.98,0.411
2009-12-01,-58.98,-140.98,0.353
2009-12-01,-58.98,-139.98,0.338
2009-12-01,-58.98,-138.98,0.391
2009-12-01,-58.98,-137.98,0.339
2009-12-01,-58.98,-136.98,0.145
2009-12-01,-58.98,-135.98,0.234
2009-12-01,-58.98,-134.98,0.241
2009-12-01,-58.98,-133.98,0.296
2009-12-01,-58.98,-132.98,0.216
2009-12-01,-58.98,-131.98,0.453
2009-12-01,-58.98,-130.98,0.456
2009-12-01,-58.98,-129.98,0.489
2009-12-01,-58.98,-128.98,0.421
2009-12-01,-58.98,-127.98,0.527
2009-12-01,-58.98,-126.98,0.495
2009-12-01,-58.98,-125.98,0.453
2009-12-01,-58.98,-124.98,0.54
2009-12-01,-58.98,-123.98,0.504
2009-12-01,-58.98,-122.98,0.384
2009-12-01,-58.98,-121.98,0.356
2009-12-01,-58.98,-120.98,0.474
2009-12-01,-58.98,-119.98,0.498
2009-12-01,-58.98,-118.98,0.473
2009-12-01,-58.98,-117.98,0.45
2009-12-01,-58.98,-116.98,0.465
2009-12-01,-58.98,-115.98,0.351
2009-12-01,-58.98,-114.98,0.372
2009-12-01,-58.98,-113.98,0.347
2009-12-01,-58.98,-112.98,0.472
2009-12-01,-58.98,-111.98,0.335
2009-12-01,-58.98,-110.98,0.304
2009-12-01,-58.98,-109.98,0.223
2009-12-01,-58.98,-108.98,0.361
2009-12-01,-58.98,-107.98,0.41
2009-12-01,-58.98,-106.98,0.277
2009-12-01,-58.98,-105.98,0.309
2009-12-01,-58.98,-104.98,0.42
2009-12-01,-58.98,-103.98,0.282
2009-12-01,-58.98,-102.98,0.22
2009-12-01,-58.98,-101.98,0.204
2009-12-01,-58.98,-100.98,0.226
2009-12-01,-58.98,-99.98,0.239
2009-12-01,-58.98,-98.98,0.201
2009-12-01,-58.98,-97.98,0.264
2009-12-01,-58.98,-96.98,0.269
2009-12-01,-58.98,-95.98,0.246
2009-12-01,-58.98,-94.98,0.21
2009-12-01,-58.98,-93.98,0.268
2009-12-01,-58.98,-92.98,0.263
2009-12-01,-58.98,-91.98,0.658
2009-12-01,-58.98,-90.98,0.508
2009-12-01,-58.98,-89.98,0.492
2009-12-01,-58.98,-88.98,0.566
2009-12-01,-58.98,-87.98,0.394
2009-12-01,-58.98,-86.98,0.424
2009-12-01,-58.98,-85.98,0.434
2009-12-01,-58.98,-84.98,0.328
2009-12-01,-58.98,-83.98,0.268
2009-12-01,-58.98,-82.98,0.162
2009-12-01,-58.98,-81.98,0.201
2009-12-01,-58.98,-80.98,0.154
2009-12-01,-58.98,-79.98,0.15
2009-12-01,-58.98,-78.98,0.199
2009-12-01,-58.98,-77.98,0.235
2009-12-01,-58.98,-76.98,0.226
2009-12-01,-58.98,-75.98,0.255
2009-12-01,-58.98,-74.98,0.263
2009-12-01,-58.98,-73.98,0.251
2009-12-01,-58.98,-72.98,0.344
2009-12-01,-58.98,-71.98,0.294
2009-12-01,-58.98,-70.98,0.295
2009-12-01,-58.98,-69.98,0.234
2009-12-01,-58.98,-68.98,0.276
2009-12-01,-58.98,-67.98,0.281
2009-12-01,-58.98,-66.98,0.427
2009-12-01,-58.98,-65.98,0.652
2009-12-01,-58.98,-64.98,0.462
2009-12-01,-58.98,-63.98,0.276
2009-12-01,-58.98,-62.98,0.203
2009-12-01,-58.98,-61.98,0.295
2009-12-01,-58.98,-60.98,0.296
2009-12-01,-58.98,-59.98,0.209
2009-12-01,-58.98,-58.98,0.159
2009-12-01,-58.98,-57.98,0.166
2009-12-01,-58.98,-56.98,0.182
2009-12-01,-58.98,-55.98,0.164
2009-12-01,-58.98,-54.98,0.187
2009-12-01,-58.98,-53.98,0.228
2009-12-01,-58.98,-52.98,0.642
2009-12-01,-58.98,-51.98,0.797
2009-12-01,-58.98,-50.98,0.907
2009-12-01,-58.98,-49.98,0.845
2009-12-01,-58.98,-48.98,1.276
2009-12-01,-58.98,-47.98,1.354
2009-12-01,-58.98,-46.98,0.922
2009-12-01,-58.98,-45.98,0.838
2009-12-01,-58.98,-44.98,0.866
2009-12-01,-58.98,-43.98,0.859
2009-12-01,-58.98,-42.98,0.621
2009-12-01,-58.98,-41.98,0.738
2009-12-01,-58.98,-40.98,0.609
2009-12-01,-58.98,-39.98,0.45
2009-12-01,-58.98,-38.98,0.358
2009-12-01,-58.98,-37.98,0.413
2009-12-01,-58.98,-36.98,0.461
2009-12-01,-58.98,-35.98,0.309
2009-12-01,-58.98,-34.98,0.317
2009-12-01,-58.98,-33.98,0.287
2009-12-01,-58.98,-32.98,0.26
2009-12-01,-58.98,-31.98,0.405
2009-12-01,-58.98,-30.98,0.218
2009-12-01,-58.98,-29.98,0.225
2009-12-01,-58.98,-28.98,0.262
2009-12-01,-58.98,-27.98,0.226
2009-12-01,-58.98,-26.98,0.939
2009-12-01,-58.98,-25.98,1.769
2009-12-01,-58.98,-24.98,1.377
2009-12-01,-58.98,-23.98,0.574
2009-12-01,-58.98,-19.98,0.239
2009-12-01,-58.98,-18.98,0.295
2009-12-01,-58.98,-17.98,0.863
2009-12-01,-58.98,-16.98,0.801
2009-12-01,-58.98,-15.98,1.015
2009-12-01,-58.98,-14.98,0.989
2009-12-01,-58.98,-13.98,0.934
2009-12-01,-58.98,-12.98,0.773
2009-12-01,-58.98,-10.98,1.407
2009-12-01,-58.98,-8.98,0.368
2009-12-01,-58.98,-7.98,0.303
2009-12-01,-58.98,-6.98,0.255
2009-12-01,-58.98,-5.98,0.247
2009-12-01,-58.98,-4.98,0.18
2009-12-01,-58.98,-3.98,0.211
2009-12-01,-58.98,-2.98,0.369
2009-12-01,-58.98,-1.98,0.213
2009-12-01,-58.98,-0.98,0.237
2009-12-01,-58.98,0.02,0.211
2009-12-01,-58.98,1.02,0.596
2009-12-01,-58.98,2.02,0.83
2009-12-01,-58.98,3.02,2.534
2009-12-01,-58.98,4.02,2.163
2009-12-01,-58.98,5.02,1.679
2009-12-01,-58.98,6.02,1.566
2009-12-01,-58.98,7.02,1.855
2009-12-01,-58.98,8.02,1.686
2009-12-01,-58.98,9.02,1.344
2009-12-01,-58.98,10.02,0.641
2009-12-01,-58.98,11.02,1.045
2009-12-01,-58.98,12.02,0.623
2009-12-01,-58.98,13.02,1.983
2009-12-01,-58.98,14.02,1.078
2009-12-01,-58.98,15.02,0.928
2009-12-01,-58.98,16.02,1.418
2009-12-01,-58.98,17.02,1.715
2009-12-01,-58.98,18.02,1.104
2009-12-01,-58.98,19.02,0.983
2009-12-01,-58.98,20.02,1.708
2009-12-01,-58.98,21.02,0.811
2009-12-01,-58.98,22.02,0.536
2009-12-01,-58.98,23.02,0.466
2009-12-01,-58.98,24.02,0.559
2009-12-01,-58.98,25.02,0.586
2009-12-01,-58.98,26.02,0.747
2009-12-01,-58.98,27.02,0.629
2009-12-01,-58.98,28.02,0.928
2009-12-01,-58.98,29.02,0.468
2009-12-01,-58.98,30.02,0.516
2009-12-01,-58.98,31.02,0.532
2009-12-01,-58.98,32.02,0.667
2009-12-01,-58.98,33.02,0.815
2009-12-01,-58.98,34.02,1.117
2009-12-01,-58.98,35.02,1.138
2009-12-01,-58.98,36.02,0.871
2009-12-01,-58.98,37.02,0.742
2009-12-01,-58.98,38.02,0.743
2009-12-01,-58.98,39.02,0.526
2009-12-01,-58.98,40.02,0.408
2009-12-01,-58.98,41.02,0.362
2009-12-01,-58.98,42.02,0.237
2009-12-01,-58.98,43.02,0.215
2009-12-01,-58.98,44.02,0.143
2009-12-01,-58.98,45.02,0.146
2009-12-01,-58.98,46.02,0.156
2009-12-01,-58.98,47.02,0.118
2009-12-01,-58.98,48.02,0.113
2009-12-01,-58.98,49.02,0.105
2009-12-01,-58.98,50.02,0.12
2009-12-01,-58.98,51.02,0.106
2009-12-01,-58.98,52.02,0.11
2009-12-01,-58.98,53.02,0.117
2009-12-01,-58.98,54.02,0.115
2009-12-01,-58.98,55.02,0.121
2009-12-01,-58.98,56.02,0.112
2009-12-01,-58.98,57.02,0.112
2009-12-01,-58.98,58.02,0.116
2009-12-01,-58.98,59.02,0.202
2009-12-01,-58.98,60.02,0.197
2009-12-01,-58.98,61.02,0.178
2009-12-01,-58.98,62.02,0.142
2009-12-01,-58.98,63.02,0.191
2009-12-01,-58.98,64.02,0.214
2009-12-01,-58.98,65.02,0.153
2009-12-01,-58.98,66.02,0.153
2009-12-01,-58.98,67.02,0.158
2009-12-01,-58.98,68.02,0.172
2009-12-01,-58.98,69.02,0.174
2009-12-01,-58.98,70.02,0.178
2009-12-01,-58.98,71.02,0.208
2009-12-01,-58.98,72.02,0.189
2009-12-01,-58.98,73.02,0.261
2009-12-01,-58.98,74.02,0.78
2009-12-01,-58.98,75.02,0.994
2009-12-01,-58.98,76.02,0.878
2009-12-01,-58.98,77.02,0.778
2009-12-01,-58.98,78.02,0.789
2009-12-01,-58.98,79.02,0.733
2009-12-01,-58.98,80.02,0.591
2009-12-01,-58.98,81.02,0.751
2009-12-01,-58.98,82.02,0.65
2009-12-01,-58.98,83.02,0.678
2009-12-01,-58.98,84.02,0.745
2009-12-01,-58.98,85.02,0.685
2009-12-01,-58.98,86.02,0.564
2009-12-01,-58.98,87.02,0.341
2009-12-01,-58.98,88.02,0.256
2009-12-01,-58.98,89.02,0.207
2009-12-01,-58.98,90.02,0.262
2009-12-01,-58.98,91.02,0.234
2009-12-01,-58.98,92.02,0.287
2009-12-01,-58.98,93.02,0.43
2009-12-01,-58.98,94.02,0.315
2009-12-01,-58.98,95.02,0.34
2009-12-01,-58.98,96.02,0.272
2009-12-01,-58.98,97.02,0.309
2009-12-01,-58.98,98.02,0.274
2009-12-01,-58.98,99.02,0.278
2009-12-01,-58.98,100.02,0.242
2009-12-01,-58.98,101.02,0.257
2009-12-01,-58.98,102.02,0.266
2009-12-01,-58.98,103.02,0.255
2009-12-01,-58.98,104.02,0.234
2009-12-01,-58.98,105.02,0.297
2009-12-01,-58.98,106.02,0.308
2009-12-01,-58.98,107.02,0.279
2009-12-01,-58.98,108.02,0.236
2009-12-01,-58.98,109.02,0.246
2009-12-01,-58.98,110.02,0.23
2009-12-01,-58.98,111.02,0.201
2009-12-01,-58.98,112.02,0.221
2009-12-01,-58.98,113.02,0.238
2009-12-01,-58.98,114.02,0.207
2009-12-01,-58.98,115.02,0.197
2009-12-01,-58.98,116.02,0.206
2009-12-01,-58.98,117.02,0.24
2009-12-01,-58.98,118.02,0.183
2009-12-01,-58.98,119.02,0.173
2009-12-01,-58.98,120.02,0.167
2009-12-01,-58.98,121.02,0.162
2009-12-01,-58.98,122.02,0.153
2009-12-01,-58.98,123.02,0.163
2009-12-01,-58.98,124.02,0.165
2009-12-01,-58.98,125.02,0.157
2009-12-01,-58.98,126.02,0.17
2009-12-01,-58.98,127.02,0.158
2009-12-01,-58.98,128.02,0.155
2009-12-01,-58.98,129.02,0.153
2009-12-01,-58.98,130.02,0.163
2009-12-01,-58.98,131.02,0.158
2009-12-01,-58.98,132.02,0.16
2009-12-01,-58.98,133.02,0.156
2009-12-01,-58.98,134.02,0.333
2009-12-01,-58.98,135.02,0.167
2009-12-01,-58.98,136.02,0.181
2009-12-01,-58.98,137.02,0.439
2009-12-01,-58.98,138.02,0.235
2009-12-01,-58.98,139.02,0.183
2009-12-01,-58.98,140.02,0.183
2009-12-01,-58.98,141.02,0.308
2009-12-01,-58.98,142.02,0.351
2009-12-01,-58.98,143.02,0.269
2009-12-01,-58.98,144.02,0.384
2009-12-01,-58.98,145.02,0.305
2009-12-01,-58.98,146.02,0.238
2009-12-01,-58.98,147.02,0.243
2009-12-01,-58.98,148.02,0.321
2009-12-01,-58.98,149.02,0.707
2009-12-01,-58.98,150.02,0.964
2009-12-01,-58.98,151.02,0.767
