whaleSharkID,Total Occurrences,organismID,identificationID,Oldest Occurrence,Newest Occurrence,HUMAN_OBSERVATION,MACHINE_OBSERVATION,sex,lifeStage (year),continent (year),publishingCountry (year),country (year),stateProvince - verbatimLocality (month year),occurrenceRemarks (eventDate),lat:decimalLatitude long:decimalLongitude (eventDate),"imageURL (license, creator)"
392687816,1,,392687816,2023-03-02,2023-03-02,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),"Nayarit - Santiago Ixcuintla, Nay., México (Mar 2023)",Unknown,lat:21.844005 long:-105.884752 (Pacific Central-American Coastal 2023-03-02),"https://inaturalist-open-data.s3.amazonaws.com/photos/306364263/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: bryanbacm)"
346285327,1,,346285327,2023-03-25,2023-03-25,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Maldives (2023),Unknown,Unknown,lat:3.556898 long:72.700179 (Unknown 2023-03-25),"https://inaturalist-open-data.s3.amazonaws.com/photos/264506302/original.jpeg (license: CC0 [Public Domain], creator: Zoltán Stekkelpak), https://inaturalist-open-data.s3.amazonaws.com/photos/264506335/original.jpeg (license: CC0 [Public Domain], creator: Zoltán Stekkelpak), https://inaturalist-open-data.s3.amazonaws.com/photos/264506350/original.jpeg (license: CC0 [Public Domain], creator: Zoltán Stekkelpak), https://inaturalist-open-data.s3.amazonaws.com/photos/264506313/original.jpeg (license: CC0 [Public Domain], creator: Zoltán Stekkelpak), https://inaturalist-open-data.s3.amazonaws.com/photos/264506327/original.jpeg (license: CC0 [Public Domain], creator: Zoltán Stekkelpak)"
434258255,1,,434258255,2023-03-03,2023-03-03,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:22.087963 long:-108.638109 (Gulf of California 2023-03-03),"https://inaturalist-open-data.s3.amazonaws.com/photos/340326809/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Royle Safaris), https://inaturalist-open-data.s3.amazonaws.com/photos/340326810/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Royle Safaris), https://inaturalist-open-data.s3.amazonaws.com/photos/340326806/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Royle Safaris)"
434066668,1,,434066668,2023-03-27,2023-03-27,1,0,Unknown,Unknown (2023),Africa (2023),United States (2023),Egypt (2023),"Al Bahr al Ahmar - Al Bahr al Ahmar, EG (Mar 2023)",Unknown,lat:27.192008 long:33.926741 (Red Sea 2023-03-27),"https://inaturalist-open-data.s3.amazonaws.com/photos/340203872/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: lindernia-w), https://inaturalist-open-data.s3.amazonaws.com/photos/340203901/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: lindernia-w), https://inaturalist-open-data.s3.amazonaws.com/photos/340203585/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: lindernia-w)"
434258264,1,,434258264,2023-03-04,2023-03-04,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:21.936182 long:-109.524394 (California Current 2023-03-04),"https://inaturalist-open-data.s3.amazonaws.com/photos/340326817/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Royle Safaris), https://inaturalist-open-data.s3.amazonaws.com/photos/340326812/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Royle Safaris)"
444180660,1,,444180660,2023-03-18,2023-03-18,1,0,Unknown,Juvenile (2023),Asia (2023),United States (2023),Maldives (2023),Unknown,Unknown,lat:3.555796 long:72.90021 (Unknown 2023-03-18),"https://inaturalist-open-data.s3.amazonaws.com/photos/346805586/original.jpg (license: CC BY [Attribution], creator: Egor Dyukarev), https://inaturalist-open-data.s3.amazonaws.com/photos/346805581/original.jpg (license: CC BY [Attribution], creator: Egor Dyukarev), https://inaturalist-open-data.s3.amazonaws.com/photos/346805579/original.jpg (license: CC BY [Attribution], creator: Egor Dyukarev), https://inaturalist-open-data.s3.amazonaws.com/photos/346805587/original.jpg (license: CC BY [Attribution], creator: Egor Dyukarev), https://inaturalist-open-data.s3.amazonaws.com/photos/346805578/original.jpg (license: CC BY [Attribution], creator: Egor Dyukarev)"
524986335,1,,524986335,2023-03-20,2023-03-20,1,0,Unknown,Adult (2023),Asia (2023),United States (2023),Maldives (2023),Unknown,Unknown,lat:3.523002 long:73.446509 (Unknown 2023-03-20),"https://inaturalist-open-data.s3.amazonaws.com/photos/416906067/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Владимир Бо.), https://inaturalist-open-data.s3.amazonaws.com/photos/416906155/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Владимир Бо.), https://inaturalist-open-data.s3.amazonaws.com/photos/416906092/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Владимир Бо.), https://inaturalist-open-data.s3.amazonaws.com/photos/416906127/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Владимир Бо.)"
610466291,1,,610466291,2023-03-09,2023-03-09,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Panama (2023),"Veraguas - Montijo, PA-VR, PA (Mar 2023)",Unknown,lat:7.744522 long:-81.671977 (Pacific Central-American Coastal 2023-03-09),"https://inaturalist-open-data.s3.amazonaws.com/photos/484209804/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Dillon Casella)"
652344051,1,,652344051,2023-03-25,2023-03-25,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),United States (2023),Unknown,Unknown,lat:19.684727 long:-156.098511 (Insular Pacific-Hawaiian 2023-03-25),"https://inaturalist-open-data.s3.amazonaws.com/photos/524402279/original.jpg (license: CC BY [Attribution], creator: Archer Silverman)"
659229250,1,,659229250,2023-03-02,2023-03-02,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),"Nayarit - Océano Pacífico, MX (Mar 2023)",Unknown,lat:21.855463 long:-105.876582 (Pacific Central-American Coastal 2023-03-02),"https://inaturalist-open-data.s3.amazonaws.com/photos/531043500/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: paobiobrb)"
679976917,1,,679976917,2023-03-10,2023-03-10,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Philippines (2023),Cebu - Philippines (Mar 2023),Unknown,lat:9.561149 long:123.442376 (Unknown 2023-03-10),"https://inaturalist-open-data.s3.amazonaws.com/photos/550829453/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: ANDRO MERCADO)"
347448613,1,,347448613,2023-04-06,2023-04-06,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Philippines (2023),Cebu - Philippines (Apr 2023),Unknown,lat:9.877377 long:123.443492 (Unknown 2023-04-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/265434127/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan Yue Wah Chan), https://inaturalist-open-data.s3.amazonaws.com/photos/265434111/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan Yue Wah Chan), https://inaturalist-open-data.s3.amazonaws.com/photos/265434101/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan Yue Wah Chan), https://inaturalist-open-data.s3.amazonaws.com/photos/265433974/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan Yue Wah Chan), https://inaturalist-open-data.s3.amazonaws.com/photos/265434105/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan Yue Wah Chan), https://inaturalist-open-data.s3.amazonaws.com/photos/265434113/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan Yue Wah Chan), https://inaturalist-open-data.s3.amazonaws.com/photos/265434088/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan Yue Wah Chan), https://inaturalist-open-data.s3.amazonaws.com/photos/265434120/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Ryan Yue Wah Chan)"
350506081,1,,350506081,2023-04-08,2023-04-08,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),"Colima - Colima, MX (Apr 2023)",Creditos: Discover Manzanillo (2023-04-08),lat:19.186474 long:-104.275997 (Unknown 2023-04-08),"https://inaturalist-open-data.s3.amazonaws.com/photos/268010986/original.gif (license: http://creativecommons.org/licenses/by-nc-sa/4.0/, creator: Pura Vida!)"
352967269,1,,352967269,2023-04-23,2023-04-23,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Saudi Arabia (2023),"Makkah - Makkah, SA (Apr 2023)",Unknown,lat:20.16979 long:40.346791 (Unknown 2023-04-23),"https://inaturalist-open-data.s3.amazonaws.com/photos/270115582/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/270114669/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/270115575/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/270115558/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook), https://inaturalist-open-data.s3.amazonaws.com/photos/270115586/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Nathan Cook)"
354640149,1,,354640149,2023-04-22,2023-04-22,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Sri Lanka (2023),Colombo - Sri Lanka (Apr 2023),Unknown,lat:6.874322 long:79.813057 (Bay of Bengal 2023-04-22),"https://inaturalist-open-data.s3.amazonaws.com/photos/271546815/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: Sotiris Kountouras)"
354641463,1,,354641463,2023-04-21,2023-04-21,1,0,Unknown,Unknown (2023),Oceania (2023),Australia (2023),Australia (2023),Unknown,Swam with up to 12 whale sharks. Awesome day. (2023-04-21),lat:-22.327269 long:113.714935 (Northwest Australian Shelf 2023-04-21),"https://inaturalist-open-data.s3.amazonaws.com/photos/271548719/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: kingbrown87)"
355209545,1,,355209545,2023-04-29,2023-04-29,1,0,Unknown,Juvenile (2023),Oceania (2023),United States (2023),Australia (2023),Queensland - Murray Island (Apr 2023),Unknown,lat:-9.918603 long:144.04939 (Northeast Australian Shelf 2023-04-29),"https://inaturalist-open-data.s3.amazonaws.com/photos/272170940/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: caroldavid054)"
359472592,1,,359472592,2023-04-24,2023-04-24,1,0,Unknown,Juvenile (2023),North America (2023),Mexico (2023),Mexico (2023),"Oaxaca - Oaxaca, MX (Apr 2023)","6 m aprox, en actividad de alimentacion. Cerca de monoboya de Salinas del Marques (2023-04-24)",lat:16.143982 long:-95.217966 (Pacific Central-American Coastal 2023-04-24),"https://inaturalist-open-data.s3.amazonaws.com/photos/276284207/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276284262/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276284365/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276284314/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276284144/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre)"
359479076,1,,359479076,2023-04-13,2023-04-13,1,0,Unknown,Juvenile (2023),North America (2023),Mexico (2023),Mexico (2023),Oaxaca - México (Apr 2023),Individuo hembra de aprox. 9 metros. Alimentandose cerca de otro individuo mas pequeño de 5 m. Frente a rompeolas oeste del puerto petrolero de salina cruz. Se congregan en las orillas de playa salina del marques y escolleras del puerto. (2023-04-13),lat:16.148033 long:-95.214468 (Pacific Central-American Coastal 2023-04-13),"https://inaturalist-open-data.s3.amazonaws.com/photos/276289011/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276289207/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276289177/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276289244/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276289121/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276289064/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre)"
359478114,1,,359478114,2023-04-13,2023-04-13,1,0,Unknown,Juvenile (2023),North America (2023),Mexico (2023),Mexico (2023),Oaxaca - México (Apr 2023),Individuo hembra de aprox. 5 con fauna de acompañamiento remoras. (2023-04-13),lat:16.155335 long:-95.214381 (Unknown 2023-04-13),"https://inaturalist-open-data.s3.amazonaws.com/photos/276288435/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276288295/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276288323/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276288409/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276288369/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre)"
441638821,1,,441638821,2023-04-01,2023-04-01,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),"Baja California Sur - La Paz, MX-BS, MX (Apr 2023)",Unknown,lat:24.181342 long:-110.372399 (Gulf of California 2023-04-01),"https://inaturalist-open-data.s3.amazonaws.com/photos/345262484/original.jpeg (license: CC BY [Attribution], creator: Juan Cruzado Cortés), https://inaturalist-open-data.s3.amazonaws.com/photos/345262500/original.jpeg (license: CC BY [Attribution], creator: Juan Cruzado Cortés), https://inaturalist-open-data.s3.amazonaws.com/photos/345262446/original.jpeg (license: CC BY [Attribution], creator: Juan Cruzado Cortés)"
462817661,1,,462817661,2023-04-18,2023-04-18,1,0,Unknown,Unknown (2023),Oceania (2023),Australia (2023),Australia (2023),"Western Australia - Ningaloo, AU-WA, AU (Apr 2023)",Unknown,lat:-21.82411 long:113.862015 (Northwest Australian Shelf 2023-04-18),"https://inaturalist-open-data.s3.amazonaws.com/photos/359980938/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Chelsea Fairley)"
487010824,1,,487010824,2023-04-03,2023-04-03,1,0,Unknown,Unknown (2023),Oceania (2023),United States (2023),New Caledonia (2023),Unknown,Unknown,lat:-22.311052 long:166.074197 (Unknown 2023-04-03),"https://inaturalist-open-data.s3.amazonaws.com/photos/381371970/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: lpages14)"
506664576,1,,506664576,2023-04-10,2023-04-10,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Indonesia (2023),Gorontalo - Indonesia (Apr 2023),Unknown,lat:0.511972 long:123.059758 (Unknown 2023-04-10),"https://inaturalist-open-data.s3.amazonaws.com/photos/399820356/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Premala Arulampalam)"
566791235,1,,566791235,2023-04-16,2023-04-16,1,0,Unknown,Unknown (2023),Oceania (2023),United States (2023),Australia (2023),Unknown,Unknown,lat:-21.924031 long:113.804566 (Northwest Australian Shelf 2023-04-16),"https://inaturalist-open-data.s3.amazonaws.com/photos/452166632/original.jpeg (license: CC BY [Attribution], creator: Jeremy Jones)"
610806405,1,,610806405,2023-04-06,2023-04-06,1,0,Unknown,Unknown (2023),Africa (2023),United States (2023),St. Helena (2023),Unknown,Unknown,lat:-15.806574 long:-5.685276 (Unknown 2023-04-06),"https://inaturalist-open-data.s3.amazonaws.com/photos/484502840/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: kirstjjj)"
678842093,1,,678842093,2023-04-17,2023-04-17,1,0,Unknown,Unknown (2023),Oceania (2023),Australia (2023),Australia (2023),Unknown,Unknown,lat:-22.60849 long:113.297152 (West Central Australian Shelf 2023-04-17),"https://inaturalist-open-data.s3.amazonaws.com/photos/549723486/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: Matt Saunders)"
358746992,1,,358746992,2023-05-03,2023-05-03,1,0,Unknown,Juvenile (2023),North America (2023),Mexico (2023),Mexico (2023),Baja California Sur - México (May 2023),Tiburón ballena visto desde la costa en la playa El Califin. (2023-05-03),lat:24.270943 long:-110.617447 (Unknown 2023-05-03),"https://inaturalist-open-data.s3.amazonaws.com/photos/275703469/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Edgar Eduardo Becerril-García), https://inaturalist-open-data.s3.amazonaws.com/photos/275703385/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Edgar Eduardo Becerril-García), https://inaturalist-open-data.s3.amazonaws.com/photos/275703439/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Edgar Eduardo Becerril-García), https://inaturalist-open-data.s3.amazonaws.com/photos/275703415/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Edgar Eduardo Becerril-García)"
359475690,1,,359475690,2023-05-03,2023-05-03,1,0,Unknown,Juvenile (2023),North America (2023),Mexico (2023),Mexico (2023),Oaxaca - México (May 2023),"Individuo de aprox. 7 m con mancha blanca en lomo después de la cabeza. Vientos del sur, nublado, concentraciones de plancton en superficie y en orillas. (2023-05-03)",lat:16.166204 long:-95.177317 (Unknown 2023-05-03),"https://inaturalist-open-data.s3.amazonaws.com/photos/276286367/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276286423/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276286557/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276286813/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276286491/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276286612/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276286756/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276286653/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/276286705/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre)"
361906064,1,,361906064,2023-05-10,2023-05-10,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),Oaxaca - En orillas de Rompeolas oeste del Puerto de Salina Cruz. (May 2023),Alimentandose de manchas de plancton a orillas de rompeolas oeste. Con vientos del sur y temperatura de 32°C. Varios organismos alimentandose. (2023-05-10),lat:16.148904 long:-95.214182 (Pacific Central-American Coastal 2023-05-10),"https://inaturalist-open-data.s3.amazonaws.com/photos/278310504/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre), https://inaturalist-open-data.s3.amazonaws.com/photos/278310528/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: David Gustavo R Bonastre)"
366482397,1,,366482397,2023-05-22,2023-05-22,1,0,Unknown,Adult (2023),North America (2023),United States (2023),Mexico (2023),"Baja California Sur - La Paz, MX-BS, MX (May 2023)",DCIM\100GOPRO\GOPR1171.JPG (2023-05-22),lat:24.110928 long:-109.780074 (Gulf of California 2023-05-22),"https://inaturalist-open-data.s3.amazonaws.com/photos/282434464/original.jpeg (license: CC BY [Attribution], creator: Bill Levine), https://inaturalist-open-data.s3.amazonaws.com/photos/282435261/original.jpeg (license: CC BY [Attribution], creator: Bill Levine), https://inaturalist-open-data.s3.amazonaws.com/photos/282435297/original.jpeg (license: CC BY [Attribution], creator: Bill Levine)"
391083234,1,,391083234,2023-05-20,2023-05-20,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),"Baja California Sur - Isla Ceralvo, Baja California Sur, México (May 2023)",Unknown,lat:24.128994 long:-109.783594 (Gulf of California 2023-05-20),"https://inaturalist-open-data.s3.amazonaws.com/photos/304905224/original.jpg (license: http://creativecommons.org/licenses/by-nc-sa/4.0/, creator: María Rodríguez-Salinas)"
413431922,1,,413431922,2023-05-18,2023-05-18,1,0,Female,Adult (2023),Asia (2023),United States (2023),Indonesia (2023),"Nusa Tenggara Barat - Dompu, ID-NB, ID (May 2023)",Pakek Torok local name in Sumbawa (Saleh Bay) (2023-05-18),lat:-8.515963 long:118.084709 (Indonesian Sea 2023-05-18),"https://inaturalist-open-data.s3.amazonaws.com/photos/324367083/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Septyan Nugraha), https://inaturalist-open-data.s3.amazonaws.com/photos/324367108/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Septyan Nugraha), https://inaturalist-open-data.s3.amazonaws.com/photos/324367096/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Septyan Nugraha)"
705217134,1,,705217134,2023-05-17,2023-05-17,1,0,Unknown,Unknown (2023),Oceania (2023),United States (2023),American Samoa (2023),Unknown,Seen at the surface offshore of Fagatele bay during the 2023 NCRMP mission to American Samoa. (2023-05-17),lat:-14.367859 long:-170.686906 (Unknown 2023-05-17),"https://inaturalist-open-data.s3.amazonaws.com/photos/573881446/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: National Coral Reef Monitoring Program - Pacific Region), https://inaturalist-open-data.s3.amazonaws.com/photos/573881447/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: National Coral Reef Monitoring Program - Pacific Region)"
371224840,1,,371224840,2023-06-05,2023-06-05,1,0,Unknown,Adult (2023),Oceania (2023),Australia (2023),Australia (2023),Unknown,Unknown,lat:-21.995328 long:113.879512 (Northwest Australian Shelf 2023-06-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/287492649/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: The Life of Py)"
371660677,1,,371660677,2023-06-05,2023-06-05,1,0,Unknown,Adult (2023),Oceania (2023),Canada (2023),Australia (2023),Unknown,Unknown,lat:-21.968759 long:114.221809 (Northwest Australian Shelf 2023-06-05),"https://inaturalist-open-data.s3.amazonaws.com/photos/287208720/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: meirarose), https://inaturalist-open-data.s3.amazonaws.com/photos/287208753/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: meirarose), https://inaturalist-open-data.s3.amazonaws.com/photos/287208694/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: meirarose), https://inaturalist-open-data.s3.amazonaws.com/photos/287208675/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: meirarose)"
372941403,1,,372941403,2023-06-10,2023-06-10,1,0,Unknown,Unknown (2023),Oceania (2023),United States (2023),Australia (2023),Unknown,Unknown,lat:-21.856076 long:113.664142 (Northwest Australian Shelf 2023-06-10),"https://inaturalist-open-data.s3.amazonaws.com/photos/288337061/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: marceldonut), https://inaturalist-open-data.s3.amazonaws.com/photos/288337094/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: marceldonut)"
374829912,1,,374829912,2023-06-14,2023-06-14,1,0,Unknown,Unknown (2023),Oceania (2023),United States (2023),Australia (2023),Unknown,Unknown,lat:-21.800306 long:113.948171 (Northwest Australian Shelf 2023-06-14),"https://inaturalist-open-data.s3.amazonaws.com/photos/290077376/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: Erich Volschenk)"
380456737,1,,380456737,2023-06-29,2023-06-29,1,0,Unknown,Adult (2023),Unknown (2023),Taiwan (2023),Taiwan (2023),"Taiwan - Taiwan, TW (Jun 2023)",Unknown,lat:23.284291 long:119.768229 (South China Sea 2023-06-29),"https://inaturalist-open-data.s3.amazonaws.com/photos/295285136/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: R Lai)"
387834534,1,,387834534,2023-06-12,2023-06-12,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Philippines (2023),Unknown,Unknown,lat:8.849292 long:120.051801 (Sulu-Celebes Sea 2023-06-12),"https://inaturalist-open-data.s3.amazonaws.com/photos/302041431/original.jpeg (license: CC BY-NC [Attribution-NonCommercial], creator: David R)"
392298922,1,,392298922,2023-06-19,2023-06-19,1,0,Unknown,Unknown (2023),North America (2023),United States (2023),Mexico (2023),Unknown,Unknown,lat:21.720951 long:-87.247195 (Gulf of Mexico 2023-06-19),"https://inaturalist-open-data.s3.amazonaws.com/photos/306011885/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: brianamiele), https://inaturalist-open-data.s3.amazonaws.com/photos/306012242/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: brianamiele), https://inaturalist-open-data.s3.amazonaws.com/photos/306012226/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: brianamiele)"
409020047,1,,409020047,2023-06-28,2023-06-28,1,0,Unknown,Unknown (2023),North America (2023),Mexico (2023),Mexico (2023),Unknown,Captura de video (2023-06-28),lat:21.742858 long:-86.493153 (Gulf of Mexico 2023-06-28),"https://inaturalist-open-data.s3.amazonaws.com/photos/320514164/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: feduchy)"
439545760,1,,439545760,2023-06-16,2023-06-16,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Philippines (2023),Unknown,Unknown,lat:12.714385 long:123.630995 (Sulu-Celebes Sea 2023-06-16),"https://inaturalist-open-data.s3.amazonaws.com/photos/343837812/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: airgel), https://inaturalist-open-data.s3.amazonaws.com/photos/343837795/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: airgel), https://inaturalist-open-data.s3.amazonaws.com/photos/343837805/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: airgel), https://inaturalist-open-data.s3.amazonaws.com/photos/343837799/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: airgel), https://inaturalist-open-data.s3.amazonaws.com/photos/343837797/original.png (license: CC BY-NC [Attribution-NonCommercial], creator: airgel)"
484210951,1,,484210951,2023-06-26,2023-06-26,1,0,Unknown,Unknown (2023),Asia (2023),United States (2023),Indonesia (2023),"Nusa Tenggara Barat - Nusa Tenggara Barat, ID (Jun 2023)",Unknown,lat:-8.52041 long:118.165769 (Unknown 2023-06-26),"https://inaturalist-open-data.s3.amazonaws.com/photos/378882420/original.jpg (license: CC BY-NC [Attribution-NonCommercial], creator: asanoth)"
